NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
GOCC_BASEMENT_MEMBRANE	GOCC_BASEMENT_MEMBRANE	Details ...	68	-0.62949616	-2.6042788	0.0	0.0	0.0	1251	tags=15%, list=6%, signal=16%	
GOCC_COLLAGEN_CONTAINING_EXTRACELLULAR_MATRIX	GOCC_COLLAGEN_CONTAINING_EXTRACELLULAR_MATRIX	Details ...	290	-0.5018666	-2.3536906	0.0	0.0	0.0	758	tags=14%, list=4%, signal=14%	
GOCC_PLATELET_ALPHA_GRANULE_LUMEN	GOCC_PLATELET_ALPHA_GRANULE_LUMEN	Details ...	50	-0.6221427	-2.281467	0.0	0.0	0.0	1297	tags=34%, list=6%, signal=36%	
GOCC_COPII_COATED_ER_TO_GOLGI_TRANSPORT_VESICLE	GOCC_COPII_COATED_ER_TO_GOLGI_TRANSPORT_VESICLE	Details ...	89	-0.58048934	-2.273274	0.0	0.0	0.0	1417	tags=33%, list=7%, signal=35%	
GOCC_EXTERNAL_ENCAPSULATING_STRUCTURE	GOCC_EXTERNAL_ENCAPSULATING_STRUCTURE	Details ...	376	-0.4640712	-2.2608929	0.0	0.0	0.0	758	tags=11%, list=4%, signal=11%	
GOCC_MHC_PROTEIN_COMPLEX	GOCC_MHC_PROTEIN_COMPLEX	Details ...	22	-0.8340715	-2.1724062	0.0	0.0	0.0	833	tags=64%, list=4%, signal=66%	
GOCC_COLLAGEN_TRIMER	GOCC_COLLAGEN_TRIMER	Details ...	55	-0.61427635	-2.1643934	0.0	0.0	0.0	221	tags=11%, list=1%, signal=11%	
GOCC_ER_TO_GOLGI_TRANSPORT_VESICLE_MEMBRANE	GOCC_ER_TO_GOLGI_TRANSPORT_VESICLE_MEMBRANE	Details ...	57	-0.57712454	-2.1517472	0.0	0.0	0.0	487	tags=28%, list=2%, signal=29%	
GOCC_ACROSOMAL_MEMBRANE	GOCC_ACROSOMAL_MEMBRANE	Details ...	19	-0.6988508	-2.0948706	0.0	0.0	0.0	3456	tags=37%, list=17%, signal=44%	
GOCC_ENDOPLASMIC_RETICULUM_LUMEN	GOCC_ENDOPLASMIC_RETICULUM_LUMEN	Details ...	240	-0.42437991	-1.8861189	0.0	0.009869395	0.17	1297	tags=16%, list=6%, signal=17%	
GOCC_PLATELET_ALPHA_GRANULE	GOCC_PLATELET_ALPHA_GRANULE	Details ...	70	-0.50864565	-1.8763517	0.0	0.009388579	0.18	1297	tags=29%, list=6%, signal=30%	
GOCC_CHLORIDE_CHANNEL_COMPLEX	GOCC_CHLORIDE_CHANNEL_COMPLEX	Details ...	30	-0.5412494	-1.8550415	0.0	0.01116921	0.2	616	tags=10%, list=3%, signal=10%	
GOCC_CILIARY_TIP	GOCC_CILIARY_TIP	Details ...	44	-0.49670017	-1.8518956	0.0	0.010680514	0.2	4241	tags=50%, list=21%, signal=63%	
GOCC_ENDOSOME_LUMEN	GOCC_ENDOSOME_LUMEN	Details ...	27	-0.5830778	-1.8465159	0.0	0.010397474	0.21	2174	tags=33%, list=11%, signal=37%	
GOCC_FILAMENTOUS_ACTIN	GOCC_FILAMENTOUS_ACTIN	Details ...	28	-0.56013143	-1.8435438	0.0	0.009704309	0.21	1267	tags=25%, list=6%, signal=27%	
GOCC_INTRACILIARY_TRANSPORT_PARTICLE	GOCC_INTRACILIARY_TRANSPORT_PARTICLE	Details ...	26	-0.552169	-1.8145202	0.0	0.010728152	0.24	4241	tags=50%, list=21%, signal=63%	
GOCC_LUMENAL_SIDE_OF_ENDOPLASMIC_RETICULUM_MEMBRANE	GOCC_LUMENAL_SIDE_OF_ENDOPLASMIC_RETICULUM_MEMBRANE	Details ...	25	-0.6334596	-1.8119404	0.0	0.010613148	0.26	430	tags=48%, list=2%, signal=49%	
GOCC_COATED_VESICLE	GOCC_COATED_VESICLE	Details ...	268	-0.39071462	-1.798398	0.0	0.012789978	0.3	1428	tags=19%, list=7%, signal=21%	
