"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"hsa05150","hsa05150","Staphylococcus aureus infection","12/99","96/8095",1.51953687047914e-09,3.02387837225349e-07,2.60720536724315e-07,"C1QA/C1QC/C1QB/CAMP/C2/CFD/HLA-DRA/SELPLG/HLA-DRB1/DEFB1/HLA-DQB1/HLA-DQA2",12
"hsa04940","hsa04940","Type I diabetes mellitus","8/99","43/8095",3.83204603402465e-08,3.81288580385453e-06,3.28749212392641e-06,"CPE/HLA-C/HLA-B/HLA-DRA/HLA-DRB1/HLA-F/HLA-DQB1/HLA-DQA2",8
"hsa05330","hsa05330","Allograft rejection","7/99","38/8095",3.05741054962079e-07,1.91437926862164e-05,1.65058884308557e-05,"HLA-C/HLA-B/HLA-DRA/HLA-DRB1/HLA-F/HLA-DQB1/HLA-DQA2",7
"hsa04612","hsa04612","Antigen processing and presentation","9/99","78/8095",3.84799852989274e-07,1.91437926862164e-05,1.65058884308557e-05,"CD74/HLA-C/HLA-B/B2M/HLA-DRA/HLA-DRB1/HLA-F/HLA-DQB1/HLA-DQA2",9
"hsa05332","hsa05332","Graft-versus-host disease","7/99","42/8095",6.27993701364998e-07,2.49941493143269e-05,2.1550099646841e-05,"HLA-C/HLA-B/HLA-DRA/HLA-DRB1/HLA-F/HLA-DQB1/HLA-DQA2",7
"hsa04610","hsa04610","Complement and coagulation cascades","9/99","85/8095",8.09646774411598e-07,2.68532846846513e-05,2.31530568822966e-05,"C1QA/C1QC/C1QB/C8B/C2/SERPING1/SERPINA1/CFD/PROCR",9
"hsa05320","hsa05320","Autoimmune thyroid disease","7/99","53/8095",3.21504662246578e-06,9.13991825529558e-05,7.88049021747252e-05,"HLA-C/HLA-B/HLA-DRA/HLA-DRB1/HLA-F/HLA-DQB1/HLA-DQA2",7
"hsa05416","hsa05416","Viral myocarditis","7/99","60/8095",7.51210153243075e-06,0.000186863525619215,0.000161114809182396,"HLA-C/HLA-B/HLA-DRA/HLA-DRB1/HLA-F/HLA-DQB1/HLA-DQA2",7
"hsa04514","hsa04514","Cell adhesion molecules","10/99","149/8095",1.26631571583505e-05,0.000279996474945751,0.00024141457506563,"HLA-C/HLA-B/HLA-DRA/SELPLG/HLA-DRB1/ITGB8/PECAM1/HLA-F/HLA-DQB1/HLA-DQA2",10
"hsa04145","hsa04145","Phagosome","10/99","152/8095",1.50897351718998e-05,0.000300285729920806,0.000258908087686281,"MARCO/HLA-C/HLA-B/THBS1/HLA-DRA/HLA-DRB1/NCF4/HLA-F/HLA-DQB1/HLA-DQA2",10
"hsa05322","hsa05322","Systemic lupus erythematosus","9/99","136/8095",3.93872036605472e-05,0.000712550320768081,0.000614364994896573,"C1QA/C1QC/C1QB/C8B/C2/HLA-DRA/HLA-DRB1/HLA-DQB1/HLA-DQA2",9
"hsa05133","hsa05133","Pertussis","6/99","76/8095",0.000314795508475371,0.00481398029740574,0.00415064156824721,"C1QA/C1QC/C1QB/C2/SERPING1/PYCARD",6
"hsa04979","hsa04979","Cholesterol metabolism","5/99","50/8095",0.000338671980722012,0.00481398029740574,0.00415064156824721,"LRPAP1/TSPO/APOC1/LRP1/LPL",5
"hsa05144","hsa05144","Malaria","5/99","50/8095",0.000338671980722012,0.00481398029740574,0.00415064156824721,"GYPC/CD81/THBS1/LRP1/PECAM1",5
"hsa05310","hsa05310","Asthma","4/99","31/8095",0.000513992599416705,0.00681896848559496,0.00587935394420512,"HLA-DRA/HLA-DRB1/HLA-DQB1/HLA-DQA2",4
"hsa04923","hsa04923","Regulation of lipolysis in adipocytes","5/99","57/8095",0.000625609216345245,0.00778101462829399,0.00670883567528125,"ABHD5/MGLL/FABP4/IRS2/PNPLA2",5
"hsa05166","hsa05166","Human T-cell leukemia virus 1 infection","9/99","222/8095",0.00151816747639243,0.0177714898707114,0.0153226810310815,"HLA-C/HLA-B/B2M/TSPO/HLA-DRA/HLA-DRB1/HLA-F/HLA-DQB1/HLA-DQA2",9
"hsa05140","hsa05140","Leishmaniasis","5/99","77/8095",0.00243576116746527,0.0269286929069772,0.0232180742863649,"HLA-DRA/HLA-DRB1/NCF4/HLA-DQB1/HLA-DQA2",5
"hsa04672","hsa04672","Intestinal immune network for IgA production","4/99","49/8095",0.00292584138962354,0.0306443387650045,0.0264217255683456,"HLA-DRA/HLA-DRB1/HLA-DQB1/HLA-DQA2",4
"hsa05169","hsa05169","Epstein-Barr virus infection","8/99","202/8095",0.00321298552198132,0.0319692059437142,0.0275640336885766,"HLA-C/HLA-B/B2M/HLA-DRA/HLA-DRB1/HLA-F/HLA-DQB1/HLA-DQA2",8
