"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0043312","GO:0043312","neutrophil degranulation","39/299","487/18866",7.13213181199586e-17,1.5839626307443e-13,1.2144514510433e-13,"MME/FTL/CFD/CAMP/FTH1/CSTB/PSAP/CD59/TNFAIP6/HP/FABP5/CTSD/CD63/TYROBP/CTSZ/LGALS3/B2M/STOM/HLA-B/CTSB/GSTP1/CTSC/SDCBP/GM2A/PLAUR/PRDX4/TIMP2/RNASET2/LAMP1/LYZ/CTSA/SERPINA1/C3AR1/CYSTM1/SERPINB6/SRP14/FCER1G/CD14/MGST1",39
"GO:0002283","GO:0002283","neutrophil activation involved in immune response","39/299","490/18866",8.78028065822781e-17,1.5839626307443e-13,1.2144514510433e-13,"MME/FTL/CFD/CAMP/FTH1/CSTB/PSAP/CD59/TNFAIP6/HP/FABP5/CTSD/CD63/TYROBP/CTSZ/LGALS3/B2M/STOM/HLA-B/CTSB/GSTP1/CTSC/SDCBP/GM2A/PLAUR/PRDX4/TIMP2/RNASET2/LAMP1/LYZ/CTSA/SERPINA1/C3AR1/CYSTM1/SERPINB6/SRP14/FCER1G/CD14/MGST1",39
"GO:0071346","GO:0071346","cellular response to interferon-gamma","21/299","182/18866",1.35331368261112e-12,1.62758525562031e-09,1.24789766943931e-09,"CCL18/NR1H3/MT2A/CCL23/HLA-A/GBP2/CCL4/B2M/HLA-B/CCL20/GBP4/OASL/HLA-DQA1/CCL3/RAB20/HLA-DRB1/FCGR1A/GBP1/GBP5/HLA-F/AIF1",21
"GO:0034341","GO:0034341","response to interferon-gamma","21/299","202/18866",1.02847478621258e-11,9.27684257163747e-09,7.11271510043858e-09,"CCL18/NR1H3/MT2A/CCL23/HLA-A/GBP2/CCL4/B2M/HLA-B/CCL20/GBP4/OASL/HLA-DQA1/CCL3/RAB20/HLA-DRB1/FCGR1A/GBP1/GBP5/HLA-F/AIF1",21
"GO:0030593","GO:0030593","neutrophil chemotaxis","14/299","103/18866",9.0487693705465e-10,6.52959197778635e-07,5.00635071700973e-07,"CCL18/MDK/CCL23/CXCL5/CCL4/LGALS3/CCL20/CCL3/CXCL10/CXCL2/CXCL3/C3AR1/MPP1/FCER1G",14
"GO:0009636","GO:0009636","response to toxic substance","20/299","250/18866",3.42749547138803e-09,1.81287685869957e-06,1.38996393530823e-06,"NUPR1/CES1/SOD2/MT2A/APOE/EPHX1/HP/CCL4/SOD1/PRDX1/GPX3/GSTP1/ABCG2/CCL3/PRDX4/SELENOW/MGST3/TXN/GSTO1/MGST1",20
"GO:1990748","GO:1990748","cellular detoxification","14/299","114/18866",3.51722228683399e-09,1.81287685869957e-06,1.38996393530823e-06,"SOD2/APOE/HP/SOD1/PRDX1/GPX3/GSTP1/ABCG2/PRDX4/SELENOW/MGST3/TXN/GSTO1/MGST1",14
"GO:0098754","GO:0098754","detoxification","15/299","138/18866",5.33217276894566e-09,2.40480991879449e-06,1.843809215367e-06,"SOD2/MT2A/APOE/HP/SOD1/PRDX1/GPX3/GSTP1/ABCG2/PRDX4/SELENOW/MGST3/TXN/GSTO1/MGST1",15
"GO:0097237","GO:0097237","cellular response to toxic substance","14/299","122/18866",8.58886006693642e-09,3.00877406663377e-06,2.30687893777382e-06,"SOD2/APOE/HP/SOD1/PRDX1/GPX3/GSTP1/ABCG2/PRDX4/SELENOW/MGST3/TXN/GSTO1/MGST1",14
"GO:1990266","GO:1990266","neutrophil migration","14/299","122/18866",8.58886006693642e-09,3.00877406663377e-06,2.30687893777382e-06,"CCL18/MDK/CCL23/CXCL5/CCL4/LGALS3/CCL20/CCL3/CXCL10/CXCL2/CXCL3/C3AR1/MPP1/FCER1G",14
"GO:0098869","GO:0098869","cellular oxidant detoxification","13/299","103/18866",9.17309166656636e-09,3.00877406663377e-06,2.30687893777382e-06,"SOD2/APOE/HP/SOD1/PRDX1/GPX3/GSTP1/PRDX4/SELENOW/MGST3/TXN/GSTO1/MGST1",13
"GO:0071621","GO:0071621","granulocyte chemotaxis","14/299","127/18866",1.44917876737171e-08,4.35719749389762e-06,3.34073842162532e-06,"CCL18/MDK/CCL23/CXCL5/CCL4/LGALS3/CCL20/CCL3/CXCL10/CXCL2/CXCL3/C3AR1/MPP1/FCER1G",14
"GO:0060333","GO:0060333","interferon-gamma-mediated signaling pathway","12/299","91/18866",2.08236650061736e-08,5.77936794940573e-06,4.43114102317606e-06,"NR1H3/MT2A/HLA-A/GBP2/B2M/HLA-B/OASL/HLA-DQA1/HLA-DRB1/FCGR1A/GBP1/HLA-F",12
