"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"CENPS",0,0.244231718421158,0.274,0.028,0
"E2F2",0,0.207614366603647,0.175,0.002,0
"STMN1",0,2.34037674201958,0.983,0.684,0
"CLSPN",0,0.77023332677104,0.473,0.014,0
"CDCA8",0,0.318990228549223,0.225,0.009,0
"CDC20",0,0.88545823299826,0.352,0.003,0
"KIF2C",0,0.490558238866869,0.28,0.003,0
"NASP",0,1.08954155571981,0.767,0.317,0
"CDKN2C",0,0.655779338959096,0.406,0.047,0
"DEPDC1",0,0.542951298098523,0.283,0.001,0
"GPSM2",0,0.444648269327662,0.326,0.039,0
"PHGDH",0,0.574205338031748,0.316,0.034,0
"CKS1B",0,1.25457973274749,0.849,0.362,0
"NUF2",0,0.721933420936378,0.386,0.006,0
"ASPM",0,1.37314242819648,0.446,0.003,0
"KIF14",0,0.564346748277999,0.313,0.003,0
"UBE2T",0,0.537053068765241,0.419,0.049,0
"NEK2",0,0.363245590658084,0.211,0,0
"DTL",0,0.363434181160148,0.292,0.001,0
"CENPF",0,2.05594202226254,0.617,0.046,0
"RRM2",0,1.27209023176746,0.407,0.001,0
"CENPA",0,0.681628095858685,0.334,0.004,0
"SPTBN1",0,0.353299000310563,0.202,0.019,0
"NCAPH",0,0.429584263082365,0.299,0.004,0
"BUB1",0,0.479371014864336,0.316,0.01,0
"CKAP2L",0,0.593784794541243,0.37,0.004,0
"MCM6",0,0.617266935673213,0.468,0.082,0
"SPC25",0,0.447856374827048,0.281,0,0
"SGO2",0,0.717165021076761,0.464,0.065,0
"BARD1",0,0.647469894345169,0.524,0.106,0
"HJURP",0,0.389557499674932,0.257,0,0
"DTYMK",0,0.908730234740612,0.679,0.207,0
"SGO1",0,0.473662696113917,0.365,0.004,0
"KIF15",0,0.417033442568079,0.292,0.002,0
"POC1A",0,0.435526692653456,0.367,0.025,0
"CIP2A",0,0.443838306370995,0.383,0.041,0
"POLQ",0,0.28237418358945,0.247,0.004,0
"MCM2",0,0.317860638781753,0.276,0.018,0
"SMC4",0,1.36242087172032,0.735,0.191,0
"RPL39L",0,0.343879581633499,0.305,0.034,0
"NCAPG",0,0.748347782020287,0.405,0.003,0
"H2AFZ",0,2.11230424685133,0.996,0.9,0
"CENPE",0,0.923967070963397,0.509,0.073,0
"MAD2L1",0,0.789201930069103,0.549,0.026,0
"CCNA2",0,0.617550252014813,0.361,0.007,0
"MND1",0,0.550058689249449,0.358,0.002,0
"HMGB2",0,1.80400730198137,0.77,0.277,0
"CENPU",0,0.790609529439271,0.507,0.034,0
"TRIP13",0,0.223633168992887,0.177,0.007,0
"CENPK",0,0.693540784326354,0.523,0.022,0
"CCNB1",0,1.16187240145239,0.431,0.044,0
"LMNB1",0,0.414195095317569,0.358,0.047,0
"KIF20A",0,0.307640188516016,0.192,0,0
"PTTG1",0,1.82536138096833,0.561,0.082,0
"HMMR",0,1.18866059232321,0.447,0.006,0
"MXD3",0,0.507390430029942,0.267,0.011,0
"HIST1H1D",0,0.798100142136419,0.297,0.03,0
"HIST1H1B",0,0.528313410327656,0.195,0.001,0
"TUBB",0,1.93963805631902,0.983,0.872,0
"TCF19",0,0.663724564051773,0.472,0.018,0
"KIFC1",0,0.495602995410054,0.339,0.004,0
"TTK",0,0.331887615397029,0.265,0.005,0
"CENPW",0,0.893022412281668,0.714,0.206,0
"FBXO5",0,0.45747823788215,0.313,0.029,0
"ANLN",0,0.83537421050481,0.378,0.002,0
"MCM7",0,1.02764852925471,0.624,0.078,0
"EZH2",0,0.475317518482196,0.348,0.034,0
"XRCC2",0,0.209315291298086,0.184,0.008,0
"NCAPG2",0,0.31799784665902,0.304,0.027,0
"KIF4A",0,0.392555483370478,0.264,0.001,0
"HMGB3",0,0.830541799197626,0.478,0.051,0
"CDCA2",0,0.374721123494024,0.246,0.002,0
"ESCO2",0,0.460906226936375,0.307,0.007,0
"PBK",0,0.33630472065903,0.196,0,0
"MCM4",0,0.61722891611637,0.486,0.069,0
"GGH",0,0.80073922276947,0.58,0.075,0
"CCNE2",0,0.219623970209442,0.168,0.002,0
"ATAD2",0,0.900760745561655,0.524,0.056,0
"TMEM71",0,0.225972648084852,0.134,0.005,0
"MELK",0,0.404177442294573,0.335,0.004,0
"CKS2",0,1.3028763398392,0.57,0.084,0
"SMC2",0,0.997993841136682,0.76,0.239,0
"PHF19",0,0.667277255689966,0.497,0.036,0
"WDR34",0,0.453631503876155,0.391,0.056,0
"RRM1",0,0.6938088070934,0.557,0.146,0
"WEE1",0,0.34570566220858,0.301,0.009,0
"E2F8",0,0.253640066213346,0.184,0,0
"CCDC34",0,0.505636279068217,0.385,0.041,0
"FAM111B",0,0.938033001082496,0.424,0.003,0
"FEN1",0,0.665379938335324,0.501,0.08,0
"CDCA5",0,0.476545284619253,0.322,0.003,0
"H2AFX",0,0.803570194824984,0.485,0.083,0
"CHEK1",0,0.392364078001841,0.377,0.032,0
"MCM10",0,0.242828350960522,0.19,0,0
"ZWINT",0,0.723834200385849,0.559,0.047,0
"CDK1",0,1.37128858417844,0.518,0.008,0
"DNAJC9",0,0.560978669811982,0.53,0.128,0
"KIF20B",0,0.994288760295083,0.591,0.098,0
"KIF11",0,0.671279686645416,0.393,0.008,0
"CEP55",0,0.754728795460547,0.421,0.004,0
"HELLS",0,0.568503821179125,0.375,0.018,0
"MKI67",0,1.90745328872328,0.558,0.002,0
"FOXM1",0,0.398275981848848,0.282,0.003,0
"RAD51AP1",0,0.918415239739294,0.606,0.066,0
"CDCA3",0,0.476649722289759,0.275,0.004,0
"TMEM106C",0,0.982455535476642,0.628,0.151,0
"TUBA1B",0,1.50070941951243,0.996,0.981,0
"TROAP",0,0.51810891598346,0.307,0.003,0
"RACGAP1",0,0.508520726855437,0.354,0.04,0
"TIMELESS",0,0.243114139868214,0.242,0.026,0
"PRIM1",0,0.514260833095727,0.447,0.092,0
"PARPBP",0,0.359003477631605,0.306,0.023,0
"CIT",0,0.45600351723215,0.309,0.007,0
"SKA3",0,0.318648151751178,0.252,0.003,0
"HMGB1",0,1.54138178873793,0.991,0.954,0
"BRCA2",0,0.738231635788578,0.614,0.138,0
"RFC3",0,0.229784820975089,0.244,0.026,0
"CKAP2",0,0.715485283876389,0.504,0.123,0
"DIAPH3",0,0.328849022272971,0.264,0.001,0
"CDKN3",0,1.16302558343323,0.489,0.021,0
"DLGAP5",0,0.694536174669242,0.332,0.001,0
"ARHGAP11A",0,0.522109989291424,0.362,0.021,0
"BUB1B",0,0.357632367133018,0.257,0.001,0
"KNL1",0,0.758503606398666,0.451,0.01,0
"OIP5",0,0.266484127988398,0.198,0.005,0
"NUSAP1",0,1.53983741820833,0.567,0.053,0
"WDR76",0,0.322148941374478,0.294,0.018,0
"CCNB2",0,1.20880062571738,0.53,0.018,0
"PCLAF",0,1.60239238050903,0.638,0.008,0
"KIF23",0,0.485859072445498,0.283,0.01,0
"FANCI",0,0.529450126940365,0.385,0.025,0
"PRC1",0,0.321314897100213,0.247,0.002,0
"CCNF",0,0.281462193893796,0.213,0.01,0
"PKMYT1",0,0.410921620166637,0.293,0.002,0
"RMI2",0,0.241584977802998,0.245,0.019,0
"PLK1",0,0.719829728693505,0.286,0.008,0
"SHCBP1",0,0.522098277462968,0.404,0.01,0
"ORC6",0,0.575574741001901,0.469,0.032,0
"CENPN",0,0.492320836216452,0.425,0.055,0
"GINS2",0,0.381986821756863,0.332,0.012,0
"CDT1",0,0.956146300129616,0.598,0.009,0
"PIMREG",0,0.233005549618207,0.163,0,0
"AURKB",0,0.612555423621616,0.318,0.002,0
"SPAG5",0,0.38401971676213,0.279,0.006,0
"ATAD5",0,0.436346292742084,0.397,0.064,0
"SLFN13",0,0.279067642587742,0.201,0.006,0
"CDC6",0,0.239413763550619,0.21,0.003,0
"TOP2A",0,1.85408692862791,0.53,0.003,0
"PSMC3IP",0,0.224396870362202,0.196,0.015,0
"BRCA1",0,0.731517436112834,0.571,0.077,0
"SKA2",0,0.765135080101333,0.566,0.118,0
"PRR11",0,0.498272846262144,0.345,0.037,0
"BRIP1",0,0.267592720857656,0.229,0.004,0
"TK1",0,1.36746392301173,0.651,0.023,0
"BIRC5",0,1.10519317650455,0.471,0.002,0
"TYMS",0,1.67925835615262,0.556,0.007,0
"NDC80",0,0.792797665618246,0.375,0.003,0
"SKA1",0,0.21345838361064,0.183,0.001,0
"TPX2",0,1.25626006101949,0.488,0.007,0
"E2F1",0,0.661522294432441,0.46,0.011,0
"MYBL2",0,0.407040197601386,0.266,0.001,0
"UBE2C",0,1.62968109276411,0.496,0.004,0
"AURKA",0,0.570857469439944,0.327,0.04,0
"UHRF1",0,0.283027378613437,0.215,0.002,0
"SPC24",0,0.230943655833823,0.19,0.001,0
"ASF1B",0,0.488407437415085,0.368,0.01,0
"CDC45",0,0.232531206360862,0.23,0.001,0
"CENPM",0,0.982813414064183,0.521,0.006,0
"GTSE1",0,0.835182125627017,0.406,0.002,0
"CBR3",0,0.390251421742671,0.295,0.035,0
"C21orf58",0,0.323597995998774,0.271,0.024,0
"MCM8",1.61287672033053e-307,0.233202801732729,0.268,0.034,3.23381782426271e-303
"HMGN2",5.31012127736223e-306,1.59579028867396,0.992,0.905,1.06467931611113e-301
"CENPL",3.61558921433702e-298,0.275561909253611,0.272,0.036,7.24925637474573e-294
