"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"hsa03010","hsa03010","Ribosome","82/494","158/8096",1.19842206739197e-58,3.51137665745849e-56,2.8635979926103e-56,"RPL18/RPS23/RPS3A/RPS14/RPL10/RPL19/RPL13/RPL41/RPS19/RPS2/RPS24/RPS27A/RPL34/RPL7A/RPS6/RPL5/RPL37/RPL32/RPL18A/RPS27/RPS18/RPL35A/RPS4X/RPL11/RPS7/RPL8/RPL24/RPL15/RPS15A/RPLP2/RPS3/RPL26/RPL6/RPL14/RPL3/FAU/RPS9/RPL30/RPL29/RPS15/RPL23A/RPS13/RPS8/RPL4/RPS16/RPSA/RPL10A/RPLP1/RPS12/RPS5/RPL13A/RPS25/RPL9/RPL36/RPS21/RPS11/UBA52/RPL21/RPL37A/RPL28/RPL35/RPL27/RPL39/RPL12/RPL7/RPS29/RPL22/RPL31/RPLP0/RPL36AL/RPS28/RPL27A/RPS26/RSL24D1/RPL23/RPL38/RPS20/MRPS6/RPS10/RPL36A/RPL17/MRPL33",82
"hsa05171","hsa05171","Coronavirus disease - COVID-19","89/494","232/8096",1.11849485385514e-49,1.63859496089778e-47,1.33630700960588e-47,"RPL18/RPS23/RPS3A/RPS14/RPL10/RPL19/RPL13/RPL41/RPS19/RPS2/RPS24/RPS27A/RPL34/RPL7A/RPS6/RPL5/RPL37/RPL32/RPL18A/RPS27/RPS18/RPL35A/RPS4X/RPL11/RPS7/RPL8/RPL24/RPL15/RPS15A/RPLP2/RPS3/RPL26/RPL6/RPL14/RPL3/FAU/RPS9/RPL30/RPL29/RPS15/RPL23A/RPS13/RPS8/RPL4/RPS16/RPSA/RPL10A/RPLP1/RPS12/RPS5/RPL13A/RPS25/RPL9/RPL36/RPS21/RPS11/UBA52/RPL21/RPL37A/RPL28/RPL35/RPL27/RPL39/RPL12/RPL7/RPS29/RPL22/RPL31/RPLP0/RPL36AL/RPS28/RPL27A/TNF/NFKB1/RPS26/RSL24D1/RPL23/RPL38/RPS20/PLCG2/JAK1/RPS10/RPL36A/PRKCB/IL1B/RPL17/MX1/MAPK8/NFKBIA",89
"hsa04672","hsa04672","Intestinal immune network for IgA production","19/494","49/8096",2.02939544768645e-11,1.98204288724043e-09,1.6163956723678e-09,"HLA-DOB/HLA-DPB1/HLA-DPA1/ITGA4/HLA-DQA1/HLA-DQB1/CD80/HLA-DRA/MAP3K14/HLA-DRB1/HLA-DQA2/HLA-DMB/HLA-DMA/CD40/HLA-DRB5/HLA-DOA/CD86/IL15/CXCR4",19
"hsa05310","hsa05310","Asthma","15/494","31/8096",5.96003065748604e-11,4.36572245660852e-09,3.56033410328771e-09,"FCER1A/HLA-DOB/HLA-DPB1/HLA-DPA1/HLA-DQA1/HLA-DQB1/HLA-DRA/HLA-DRB1/HLA-DQA2/TNF/HLA-DMB/HLA-DMA/CD40/HLA-DRB5/HLA-DOA",15
"hsa05330","hsa05330","Allograft rejection","16/494","38/8096",1.85128681026042e-10,1.08485407081261e-08,8.84720223008666e-09,"HLA-DOB/HLA-DPB1/HLA-DPA1/HLA-DQA1/HLA-DQB1/CD80/HLA-DRA/HLA-DRB1/HLA-DQA2/TNF/HLA-DMB/HLA-DMA/CD40/HLA-DRB5/HLA-DOA/CD86",16
"hsa05145","hsa05145","Toxoplasmosis","27/494","112/8096",3.95886486960678e-10,1.93324567799131e-08,1.57660057087849e-08,"GNAO1/HLA-DOB/HLA-DPB1/HLA-DPA1/HLA-DQA1/HLA-DQB1/HLA-DRA/BIRC3/BCL2/HLA-DRB1/CIITA/HLA-DQA2/TNF/HLA-DMB/NFKB1/HLA-DMA/PIK3CG/SOCS1/CD40/HLA-DRB5/JAK1/HLA-DOA/HSPA1B/HSPA6/IFNGR1/MAPK8/NFKBIA",27
"hsa05140","hsa05140","Leishmaniasis","22/494","77/8096",5.24253988657584e-10,2.19437740966674e-08,1.78955872819957e-08,"HLA-DOB/HLA-DPB1/HLA-DPA1/ITGA4/HLA-DQA1/EEF1A1/HLA-DQB1/HLA-DRA/MARCKSL1/HLA-DRB1/HLA-DQA2/TNF/HLA-DMB/NFKB1/HLA-DMA/HLA-DRB5/JAK1/HLA-DOA/PRKCB/IL1B/IFNGR1/NFKBIA",22
"hsa05332","hsa05332","Graft-versus-host disease","16/494","42/8096",1.10282958317657e-09,3.81160386544664e-08,3.10843929389756e-08,"HLA-DOB/HLA-DPB1/HLA-DPA1/HLA-DQA1/HLA-DQB1/CD80/HLA-DRA/HLA-DRB1/HLA-DQA2/TNF/HLA-DMB/HLA-DMA/HLA-DRB5/HLA-DOA/CD86/IL1B",16
"hsa05416","hsa05416","Viral myocarditis","19/494","60/8096",1.17079982215084e-09,3.81160386544664e-08,3.10843929389756e-08,"HLA-DOB/HLA-DPB1/HLA-DPA1/CCND1/HLA-DQA1/HLA-DQB1/CD80/HLA-DRA/ACTG1/HLA-DRB1/HLA-DQA2/HLA-DMB/HLA-DMA/FYN/CD40/HLA-DRB5/HLA-DOA/CD86/ACTB",19
"hsa05166","hsa05166","Human T-cell leukemia virus 1 infection","39/494","222/8096",1.33875398812042e-09,3.92254918519283e-08,3.19891742424564e-08,"HLA-DOB/HLA-DPB1/HLA-DPA1/CCND1/HLA-DQA1/HLA-DQB1/HLA-DRA/NFATC2/CCND2/MAP3K14/RELB/SLC25A6/ATF4/HLA-DRB1/NFKB2/IL1R1/HLA-DQA2/TNF/HLA-DMB/NFKB1/CDKN1A/HLA-DMA/FDPS/IL2RG/CD40/HLA-DRB5/ETS2/JAK1/HLA-DOA/MAP2K1/RB1/ZFP36/IL15/PTEN/CCND3/BUB3/MAPK8/NFKBIA/VDAC2",39
"hsa04940","hsa04940","Type I diabetes mellitus","16/494","43/8096",1.65883539880477e-09,4.41853428954362e-08,3.6034032108008e-08,"HLA-DOB/HLA-DPB1/HLA-DPA1/HLA-DQA1/HLA-DQB1/CD80/HLA-DRA/HLA-DRB1/HLA-DQA2/TNF/HLA-DMB/HLA-DMA/HLA-DRB5/HLA-DOA/CD86/IL1B",16
"hsa04640","hsa04640","Hematopoietic cell lineage","24/494","99/8096",3.36886023175352e-09,8.22563373253151e-08,6.70816905796534e-08,"CD1A/CD1C/CD1E/FLT3/HLA-DOB/HLA-DPB1/HLA-DPA1/ITGA4/HLA-DQA1/CD1B/HLA-DQB1/HLA-DRA/CSF2RA/HLA-DRB1/IL1R1/HLA-DQA2/TNF/HLA-DMB/HLA-DMA/HLA-DRB5/HLA-DOA/IL1B/CD37/IL7R",24
"hsa05169","hsa05169","Epstein-Barr virus infection","36/494","202/8096",3.97029434911691e-09,8.94843264839426e-08,7.29762605060355e-08,"HLA-DOB/HLA-DPB1/HLA-DPA1/CCND1/HLA-DQA1/HLA-DQB1/HLA-DRA/BCL2L11/CCND2/ENTPD1/MAP3K14/BCL2/RELB/HLA-DRB1/RUNX3/NFKB2/HLA-DQA2/TNF/HLA-DMB/NFKB1/CDKN1A/TAP1/HLA-DMA/CDK6/CD40/HLA-DRB5/PLCG2/JAK1/HLA-DOA/IRF7/RB1/TAP2/TRADD/CCND3/MAPK8/NFKBIA",36
"hsa04612","hsa04612","Antigen processing and presentation","21/494","78/8096",4.29480292621731e-09,8.98840898129766e-08,7.33022755076188e-08,"HLA-DOB/HLA-DPB1/HLA-DPA1/CD74/HLA-DQA1/HLA-DQB1/HLA-DRA/HLA-DRB1/RFXAP/CIITA/HLA-DQA2/TNF/HLA-DMB/TAP1/HLA-DMA/HLA-DRB5/HLA-DOA/HSPA1B/TAP2/HSPA6/PSME1",21
"hsa05164","hsa05164","Influenza A","32/494","172/8096",1.01518933674739e-08,1.98300317111323e-07,1.61717880309935e-07,"HLA-DOB/HLA-DPB1/HLA-DPA1/HLA-DQA1/HLA-DQB1/HLA-DRA/ACTG1/SLC25A6/HLA-DRB1/CIITA/HLA-DQA2/TNF/HLA-DMB/NFKB1/HLA-DMA/FDPS/CDK6/IL18/HLA-DRB5/JAK1/HLA-DOA/SOCS3/MAP2K1/IRF7/PRKCB/IL1B/TRADD/ACTB/CCND3/IFNGR1/MX1/NFKBIA",32
"hsa05321","hsa05321","Inflammatory bowel disease","18/494","65/8096",3.44232215787768e-08,6.3037524516135e-07,5.14083638051469e-07,"HLA-DOB/HLA-DPB1/HLA-DPA1/HLA-DQA1/HLA-DQB1/HLA-DRA/HLA-DRB1/HLA-DQA2/TNF/HLA-DMB/NFKB1/HLA-DMA/IL2RG/IL18/HLA-DRB5/HLA-DOA/IL1B/IFNGR1",18
"hsa05320","hsa05320","Autoimmune thyroid disease","15/494","53/8096",3.54018756411955e-07,6.1016173899237e-06,4.9759911891959e-06,"HLA-DOB/HLA-DPB1/HLA-DPA1/HLA-DQA1/HLA-DQB1/CD80/HLA-DRA/HLA-DRB1/HLA-DQA2/HLA-DMB/HLA-DMA/CD40/HLA-DRB5/HLA-DOA/CD86",15
"hsa04659","hsa04659","Th17 cell differentiation","22/494","108/8096",4.22046241052241e-07,6.86997492379481e-06,5.60260214730168e-06,"HLA-DOB/HLA-DPB1/HLA-DPA1/HLA-DQA1/IRF4/HLA-DQB1/HLA-DRA/NFATC2/HLA-DRB1/IL1R1/HLA-DQA2/HLA-DMB/NFKB1/HLA-DMA/IL2RG/HLA-DRB5/JAK1/HLA-DOA/IL1B/IFNGR1/MAPK8/NFKBIA",22
"hsa04658","hsa04658","Th1 and Th2 cell differentiation","20/494","92/8096",4.73625582369013e-07,7.30380503337478e-06,5.95639929073496e-06,"HLA-DOB/HLA-DPB1/HLA-DPA1/HLA-DQA1/HLA-DQB1/HLA-DRA/NFATC2/HLA-DRB1/RUNX3/HLA-DQA2/HLA-DMB/NFKB1/HLA-DMA/IL2RG/HLA-DRB5/JAK1/HLA-DOA/IFNGR1/MAPK8/NFKBIA",20
"hsa04064","hsa04064","NF-kappa B signaling pathway","21/494","104/8096",9.01772666356019e-07,1.32109695621157e-05,1.07738102769903e-05,"LTB/TRAF1/BIRC3/MAP3K14/BCL2/RELB/NFKB2/IL1R1/TNF/NFKB1/CFLAR/MALT1/CYLD/CD40/PLCG2/PRKCB/UBE2I/IL1B/TRADD/CSNK2B/NFKBIA",21
"hsa05152","hsa05152","Tuberculosis","29/494","180/8096",1.21813940489447e-06,1.69959450301943e-05,1.3860533579501e-05,"HLA-DOB/HLA-DPB1/HLA-DPA1/CD74/HLA-DQA1/HLA-DQB1/CORO1A/HLA-DRA/LSP1/BCL2/HLA-DRB1/RFXAP/CIITA/HLA-DQA2/TNF/HLA-DMB/NFKB1/MALT1/HLA-DMA/FCGR2B/IL18/HLA-DRB5/JAK1/HLA-DOA/CARD9/IL1B/TRADD/IFNGR1/MAPK8",29
"hsa05323","hsa05323","Rheumatoid arthritis","19/494","93/8096",2.4850623856027e-06,3.30965126809814e-05,2.6990868972814e-05,"LTB/HLA-DOB/HLA-DPB1/HLA-DPA1/HLA-DQA1/HLA-DQB1/CD80/HLA-DRA/HLA-DRB1/HLA-DQA2/TNF/HLA-DMB/HLA-DMA/IL18/HLA-DRB5/HLA-DOA/CD86/IL1B/IL15",19
"hsa04380","hsa04380","Osteoclast differentiation","22/494","128/8096",8.2407587381934e-06,0.00010498010044742,8.56133745340916e-05,"JUND/NFATC2/MAP3K14/RELB/NFKB2/IL1R1/JUNB/TNF/NFKB1/FYN/FOSB/CYLD/FCGR2B/SOCS1/PLCG2/JAK1/SOCS3/MAP2K1/IL1B/IFNGR1/MAPK8/NFKBIA",22
"hsa04514","hsa04514","Cell adhesion molecules","24/494","149/8096",1.02237225222633e-05,0.000124814612459298,0.000101788816340077,"HLA-DOB/HLA-DPB1/CLDN1/HLA-DPA1/ITGA4/HLA-DQA1/ICAM3/HLA-DQB1/CD80/HLA-DRA/HLA-DRB1/HLA-DQA2/CADM1/HLA-DMB/CD226/HLA-DMA/CD40/HLA-DRB5/VSIR/HLA-DOA/CD86/PTPRC/ALCAM/SELPLG",24
"hsa05162","hsa05162","Measles","22/494","139/8096",3.15848691477019e-05,0.000370174666411066,0.000301884854590666,"CCND1/RACK1/CCND2/BCL2/NFKB1/IL2RG/EIF2AK4/CDK6/FCGR2B/EIF3H/JAK1/IRF7/HSPA1B/RAB9A/IL1B/TRADD/HSPA6/CCND3/MX1/MAPK8/CSNK2B/NFKBIA",22
"hsa04625","hsa04625","C-type lectin receptor signaling pathway","18/494","104/8096",4.94765378821987e-05,0.000557562523057085,0.000454703404828304,"CCL17/CCL22/LSP1/NFATC2/MAP3K14/RELB/NFKB2/TNF/NFKB1/PAK1/MALT1/CYLD/PLCG2/BCL3/CARD9/IL1B/MAPK8/NFKBIA",18
"hsa04210","hsa04210","Apoptosis","21/494","136/8096",6.91236224315559e-05,0.000750119310090588,0.000611737321324101,"LMNB1/TRAF1/BCL2L11/ACTG1/PMAIP1/BIRC3/MAP3K14/BCL2/ATF4/TUBA1A/TNF/NFKB1/CFLAR/MAP2K1/TRADD/ACTB/CSF2RB/CTSH/TUBA1B/MAPK8/NFKBIA",21
"hsa05130","hsa05130","Pathogenic Escherichia coli infection","26/494","197/8096",0.000150518410248845,0.00157506765010399,0.0012844992152815,"CLDN1/RPS3/ACTG1/TUBA1A/IL1R1/TNF/NFKB1/PAK1/CYFIP2/FYN/ACTR3/IL18/ARPC5L/GAPDH/HCLS1/CYTH2/WIPF1/IL1B/TRADD/BAIAP2/ACTB/BRK1/TUBA1B/MYO1F/MAPK8/NFKBIA",26
"hsa03040","hsa03040","Spliceosome","21/494","147/8096",0.000214600810896266,0.00216820819284848,0.00176821720774782,"DDX5/U2AF1L4/PQBP1/HNRNPA1/CCDC12/HSPA1B/DDX39B/SRSF3/SYF2/PRPF38B/SRSF9/RBMX/SRSF5/LSM4/SRSF7/HSPA6/LSM2/LSM8/SNRPF/SRSF8/LSM5",21
"hsa05132","hsa05132","Salmonella infection","30/494","249/8096",0.000250836750359144,0.00244983892850764,0.00199789271338686,"RPS3/ACTG1/BIRC3/BCL2/TUBA1A/TNF/TXN/NFKB1/PAK1/CYFIP2/PIK3CG/MYL12A/ACTR3/RHOG/IL18/ARPC5L/GAPDH/ELMO1/MAP2K1/CYTH2/PTPRC/RAB9A/IL1B/TRADD/ACTB/BRK1/TUBA1B/SNX9/MAPK8/NFKBIA",30
"hsa04145","hsa04145","Phagosome","21/494","152/8096",0.00034294759070628,0.00324140787344968,0.00264343304211632,"HLA-DOB/HLA-DPB1/HLA-DPA1/HLA-DQA1/HLA-DQB1/CORO1A/HLA-DRA/ACTG1/HLA-DRB1/TUBA1A/HLA-DQA2/HLA-DMB/TAP1/HLA-DMA/FCGR2B/HLA-DRB5/HLA-DOA/TAP2/ACTB/TUBA1B/SEC61B",21
"hsa05340","hsa05340","Primary immunodeficiency","9/494","38/8096",0.00036121759683887,0.00330739862105591,0.00269724981850078,"RFXAP/CIITA/TAP1/IL2RG/CD40/PTPRC/TAP2/ORAI1/IL7R",9
"hsa04115","hsa04115","p53 signaling pathway","13/494","73/8096",0.000408445726425047,0.00362650296492542,0.00295748580218455,"CCND1/CCND2/CCNG2/PMAIP1/BCL2/CDKN1A/SESN3/CDK6/CCNG1/PTEN/MDM4/CCND3/SIVA1",13
"hsa04668","hsa04668","TNF signaling pathway","16/494","112/8096",0.00118369832185982,0.0102006943619097,0.00831887055920062,"TRAF1/BIRC3/MAP3K14/ATF4/JUNB/TNF/NFKB1/CFLAR/SOCS3/MAP2K1/BCL3/IL1B/TRADD/IL15/MAPK8/NFKBIA",16
"hsa05167","hsa05167","Kaposi sarcoma-associated herpesvirus infection","23/494","194/8096",0.0016073783767645,0.0130845913813926,0.0106707463394148,"RPS27A/CCND1/CD200R1/UBA52/NFATC2/GNG2/UBC/NFKB1/CDKN1A/PIK3CG/CDK6/PLCG2/JAK1/CD86/MAP2K1/IRF7/RB1/ZFP36/TRADD/IFNGR1/ATG3/MAPK8/NFKBIA",23
"hsa05135","hsa05135","Yersinia infection","18/494","137/8096",0.001607663104881,0.0130845913813926,0.0106707463394148,"ITGA4/NFATC2/ACTG1/TNF/NFKB1/ACTR3/RHOG/IL18/ARPC5L/RPS6KA3/ELMO1/MAP2K1/WIPF1/IL1B/BAIAP2/ACTB/MAPK8/NFKBIA",18
"hsa05150","hsa05150","Staphylococcus aureus infection","14/494","96/8096",0.00193166765411152,0.0152967195312074,0.0124747811517301,"HLA-DOB/HLA-DPB1/HLA-DPA1/HLA-DQA1/HLA-DQB1/HLA-DRA/HLA-DRB1/HLA-DQA2/HLA-DMB/HLA-DMA/FCGR2B/HLA-DRB5/HLA-DOA/SELPLG",14
"hsa05134","hsa05134","Legionellosis","10/494","57/8096",0.0020996943498948,0.0161897485399784,0.0132030641946294,"EEF1A1/NFKB2/TNF/NFKB1/IL18/CLK1/HSPA1B/IL1B/HSPA6/NFKBIA",10
"hsa05160","hsa05160","Hepatitis C","19/494","157/8096",0.00315399609945227,0.0236954065933209,0.0193240786660099,"CLDN1/CCND1/PPP2R2B/TNF/YWHAH/NFKB1/CFLAR/EIF3E/CDKN1A/EIF2AK4/CDK6/JAK1/SOCS3/MAP2K1/IRF7/RB1/TRADD/MX1/NFKBIA",19
