"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"SERPING1",0,1.86131630926221,0.923,0.253,0
"RBP4",0,2.13104942122964,0.762,0.095,0
"ACO1",1.67097500229399e-305,1.25640099292135,0.731,0.135,3.35030487959944e-301
"PCOLCE2",2.69535937443595e-290,0.958184622852719,0.666,0.098,5.40419554574408e-286
"RETREG1",3.38457739574871e-283,0.943329070425837,0.517,0.051,6.78607767847617e-279
"NUPR1",6.67133629564583e-283,2.20163320121849,0.952,0.4,1.33760292727699e-278
"FABP4",9.83897937022632e-267,3.08665306991389,0.93,0.431,1.97271536373038e-262
"APOC1",1.21479936893371e-263,1.96905065974066,0.996,0.843,2.43567273471208e-259
"SCD",6.37210131007222e-261,2.00349499327923,0.888,0.341,1.27760631266948e-256
"HES2",7.49237732756147e-253,0.536625150185006,0.316,0.008,1.50222165417607e-248
"CES1",2.59375355821821e-252,1.97545088381925,0.918,0.407,5.20047588422751e-248
"MME",6.18314090053772e-250,0.80042853159153,0.49,0.052,1.23971975055781e-245
"FTL",5.4117665347323e-246,1.31081748080621,1,1,1.08505919021383e-241
"KLHDC8B",1.04098498658758e-237,0.919793121268191,0.627,0.111,2.08717489810809e-233
"CFD",7.95472078801717e-236,1.78782570722292,0.962,0.652,1.59492151799744e-231
"CCL18",3.29453684821278e-224,2.23887359051961,0.954,0.498,6.60554638066661e-220
"RARRES1",6.14614772458781e-224,0.918437665805647,0.521,0.071,1.23230261877986e-219
"ADTRP",2.41122667558427e-216,0.734383835689358,0.563,0.095,4.83450948454647e-212
"PLTP",3.97728703382266e-201,1.02548589599573,0.665,0.147,7.97446050281443e-197
"CAMP",1.32721807491524e-194,1.11010134781939,0.357,0.032,2.66107224020505e-190
"SOD2",1.40307896219185e-193,1.36646659782235,0.904,0.404,2.81317331919467e-189
"CPE",1.99434655034314e-191,0.391943808429551,0.31,0.02,3.998664833438e-187
"NR1H3",2.60277729986415e-178,0.799796145657869,0.694,0.182,5.21856848622762e-174
"CTSL",1.15689536923293e-175,1.22877611619286,0.981,0.716,2.31957521531203e-171
"PLIN2",1.9296825761667e-175,1.47363255550051,0.972,0.649,3.86901356521423e-171
"ITGB8",5.91755281355202e-174,0.724815819766016,0.393,0.051,1.18646933911718e-169
"MGLL",1.60320047501724e-173,0.820304073826541,0.744,0.212,3.21441695240957e-169
"FTH1",4.60467649209718e-173,0.759028097925069,1,1,9.23237636665485e-169
"MLPH",1.72273371393558e-168,0.49644651071464,0.429,0.065,3.45408109644084e-164
"C1QB",1.15172339154003e-166,1.27141685367093,0.984,0.743,2.30920540003775e-162
"AOC3",2.11316946241588e-162,0.300907575632417,0.219,0.007,4.23690477214383e-158
"AKR1B1",7.80940249335542e-162,0.985312153533834,0.837,0.353,1.56578519991776e-157
"SELENOM",1.37347215271404e-161,0.571630947721173,0.542,0.114,2.75381166619166e-157
"CYP27A1",5.61002689269857e-161,1.06361942964498,0.962,0.592,1.12481039198606e-156
