"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0003735","GO:0003735","structural constituent of ribosome","8/129","202/18352",9.16443546972554e-05,0.0224324753527953,0.0189403485828351,"6170/6202/51065/6207/6231/6164/6234/6223",8
"GO:0009055","GO:0009055","electron transfer activity","6/129","111/18352",0.000132967694509251,0.0224324753527953,0.0189403485828351,"653361/1536/7296/7388/2230/2745",6
"GO:0016209","GO:0016209","antioxidant activity","5/129","86/18352",0.000350661592728989,0.0224324753527953,0.0189403485828351,"5052/7295/241/7296/4257",5
"GO:0044769","GO:0044769","ATPase activity, coupled to transmembrane movement of ions, rotational mechanism","3/129","20/18352",0.000354405277034672,0.0224324753527953,0.0189403485828351,"245972/9296/526",3
"GO:0046961","GO:0046961","proton-transporting ATPase activity, rotational mechanism","3/129","20/18352",0.000354405277034672,0.0224324753527953,0.0189403485828351,"245972/9296/526",3
"GO:0043021","GO:0043021","ribonucleoprotein complex binding","6/129","133/18352",0.000355131535928157,0.0224324753527953,0.0189403485828351,"4193/5935/10209/8531/283131/4869",6
"GO:0015035","GO:0015035","protein disulfide oxidoreductase activity","3/129","22/18352",0.000473865584067414,0.0236421183726561,0.019961683058707,"7295/7296/2745",3
"GO:0052689","GO:0052689","carboxylic ester hydrolase activity","6/129","143/18352",0.00052246921162428,0.0236421183726561,0.019961683058707,"3988/1066/760/11057/11332/57552",6
"GO:0019829","GO:0019829","ATPase-coupled cation transmembrane transporter activity","4/129","54/18352",0.000561422336026135,0.0236421183726561,0.019961683058707,"245972/9296/526/481",4
"GO:0042625","GO:0042625","ATPase-coupled ion transmembrane transporter activity","4/129","58/18352",0.000737055105969852,0.0270948629757023,0.0228769291615429,"245972/9296/526/481",4
"GO:0016667","GO:0016667","oxidoreductase activity, acting on a sulfur group of donors","4/129","59/18352",0.000786394439928036,0.0270948629757023,0.0228769291615429,"7295/58472/7296/2745",4
"GO:0009678","GO:0009678","pyrophosphate hydrolysis-driven proton transmembrane transporter activity","3/129","31/18352",0.00132076271716215,0.0412579886533003,0.0348352410793037,"245972/9296/526",3
"GO:0048029","GO:0048029","monosaccharide binding","4/129","69/18352",0.00141518166884671,0.0412579886533003,0.0348352410793037,"2203/2539/6888/3965",4
