"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0043312","GO:0043312","neutrophil degranulation","91/749","487/18866",3.27189959625089e-36,1.38425396680533e-32,1.0660237885172e-32,"CYBB/MCEMP1/RETN/LTA4H/OLR1/S100A8/ITGAM/S100A11/SLC11A1/STXBP2/CD44/PYCARD/MNDA/ARPC5/CLEC12A/PRAM1/ADGRE5/CLEC5A/FCN1/FOLR3/CYBA/GRN/RHOA/S100A9/GCA/ALOX5/PTAFR/COTL1/CAP1/FCGR2A/SERPINA1/ACTR2/ANXA2/DIAPH1/TBC1D10C/EEF1A1/CDA/IMPDH1/QPCT/PLAC8/ANPEP/ADAM10/OSCAR/HSPA8/PTPN6/PECAM1/TCIRG1/TUBB/LAMTOR1/RAB31/GSN/EEF2/CAT/GMFG/RAP1B/CD53/CPPED1/HSP90AB1/PNP/MGST1/ROCK1/AGPAT2/MAPK1/CCT8/PGAM1/TMC6/VCL/HLA-C/LAMTOR2/IDH1/GLIPR1/RAB7A/RHOG/RAB14/HEXB/FUCA2/MOSPD2/RAP1A/DYNC1H1/CD58/CAB39/DNAJC13/GYG1/TUBB4B/PRKCD/GAA/NCSTN/CD33/DYNLT1/NAPRT/DOK3",91
"GO:0002283","GO:0002283","neutrophil activation involved in immune response","91/749","490/18866",5.44767401340153e-36,1.38425396680533e-32,1.0660237885172e-32,"CYBB/MCEMP1/RETN/LTA4H/OLR1/S100A8/ITGAM/S100A11/SLC11A1/STXBP2/CD44/PYCARD/MNDA/ARPC5/CLEC12A/PRAM1/ADGRE5/CLEC5A/FCN1/FOLR3/CYBA/GRN/RHOA/S100A9/GCA/ALOX5/PTAFR/COTL1/CAP1/FCGR2A/SERPINA1/ACTR2/ANXA2/DIAPH1/TBC1D10C/EEF1A1/CDA/IMPDH1/QPCT/PLAC8/ANPEP/ADAM10/OSCAR/HSPA8/PTPN6/PECAM1/TCIRG1/TUBB/LAMTOR1/RAB31/GSN/EEF2/CAT/GMFG/RAP1B/CD53/CPPED1/HSP90AB1/PNP/MGST1/ROCK1/AGPAT2/MAPK1/CCT8/PGAM1/TMC6/VCL/HLA-C/LAMTOR2/IDH1/GLIPR1/RAB7A/RHOG/RAB14/HEXB/FUCA2/MOSPD2/RAP1A/DYNC1H1/CD58/CAB39/DNAJC13/GYG1/TUBB4B/PRKCD/GAA/NCSTN/CD33/DYNLT1/NAPRT/DOK3",91
"GO:0006119","GO:0006119","oxidative phosphorylation","37/749","149/18866",1.25293034649394e-19,2.12246400696074e-16,1.63452457132087e-16,"RHOA/UQCRH/ATP5F1B/ATP5F1D/ATP5MC3/COX7B/NDUFB7/COX8A/ATP5F1A/COX5B/COX5A/NDUFV2/PGK1/ATP5F1C/NDUFS3/COX7A2/ATP5PB/ATP5PF/NDUFA4/NDUFS7/COX6A1/ATP5MC2/CHCHD10/SDHD/COX6B1/NDUFB10/ATP5PO/UQCRFS1/UQCRC1/CYCS/NDUFB6/CYC1/NDUFA12/ATP5MF/COX7A2L/NDUFA5/NDUFS1",37
"GO:0046034","GO:0046034","ATP metabolic process","47/749","311/18866",2.50874911553467e-15,3.1873657512868e-12,2.45461295040998e-12,"FBP1/TSPO/RHOA/UQCRH/TREM2/ATP5F1B/ATP5F1D/TGFB1/ATP5MC3/HSPA8/COX7B/NDUFB7/COX8A/ATP5F1A/COX5B/COX5A/NDUFV2/ZBTB7A/PGK1/ATP5F1C/NDUFS3/COX7A2/ATP5PB/ATP5PF/NDUFA4/PGAM1/NDUFS7/COX6A1/ATP5MC2/CHCHD10/SDHD/COX6B1/NDUFB10/ADPGK/ATP5PO/NUP214/UQCRFS1/UQCRC1/CYCS/NDUFB6/CYC1/NDUFA12/ATP5MF/COX7A2L/PFKP/NDUFA5/NDUFS1",47
"GO:0006909","GO:0006909","phagocytosis","52/749","382/18866",6.65136892365419e-15,6.76045137400212e-12,5.20627150697816e-12,"ITGAM/ARPC2/NCF2/SLC11A1/PYCARD/ACTB/ARPC5/ACTG1/FCN1/CLEC7A/CYBA/ANXA1/ARPC3/CORO1C/TREM2/ANXA11/FCGR2A/ACTR2/PPARG/RARA/SNX3/RAC2/FCGR3A/LYAR/MYH9/CORO1A/ACTR3/PECAM1/CD300LF/RAB31/GSN/COLEC12/MARCO/FCGR2B/ARPC1B/HSP90AB1/CCR2/C1orf43/MAPK1/LRP1/GRB2/RAB7A/RHOG/RAB14/WASF2/CD302/RAP1A/DNM2/MYO1G/PRKCD/MYD88/CCL2",52
"GO:0022900","GO:0022900","electron transport chain","33/749","184/18866",2.93137695898371e-13,2.4828762842592e-10,1.91208061991253e-10,"CYBB/SH3BGRL3/NCF2/GLRX/NCF1/CYBA/UQCRH/ALDH2/POR/COX7B/NDUFB7/COX8A/COX5B/NQO2/COX5A/NDUFV2/NDUFS3/COX7A2/NDUFA4/NDUFS7/COX6A1/SDHD/COX6B1/NDUFB10/UQCRFS1/UQCRC1/CYCS/NDUFB6/CYC1/NDUFA12/COX7A2L/NDUFA5/NDUFS1",33
"GO:0042775","GO:0042775","mitochondrial ATP synthesis coupled electron transport","23/749","97/18866",2.97183651770735e-12,2.15755331185553e-09,1.66154709365954e-09,"UQCRH/COX7B/NDUFB7/COX8A/COX5B/COX5A/NDUFV2/NDUFS3/NDUFA4/NDUFS7/COX6A1/SDHD/COX6B1/NDUFB10/UQCRFS1/UQCRC1/CYCS/NDUFB6/CYC1/NDUFA12/COX7A2L/NDUFA5/NDUFS1",23
"GO:0042773","GO:0042773","ATP synthesis coupled electron transport","23/749","98/18866",3.74007306333454e-12,2.37588141348327e-09,1.8296831117734e-09,"UQCRH/COX7B/NDUFB7/COX8A/COX5B/COX5A/NDUFV2/NDUFS3/NDUFA4/NDUFS7/COX6A1/SDHD/COX6B1/NDUFB10/UQCRFS1/UQCRC1/CYCS/NDUFB6/CYC1/NDUFA12/COX7A2L/NDUFA5/NDUFS1",23
"GO:0032956","GO:0032956","regulation of actin cytoskeleton organization","45/749","360/18866",9.28276929496245e-12,5.24167039522213e-09,4.03664751329478e-09,"RGCC/S100A10/ARPC2/EVL/VASP/PFN1/PYCARD/ARHGDIB/ARPC5/ACTG1/FLNA/ARHGAP18/RHOA/ARPC3/CFL1/COTL1/MYADM/ACTR2/CAPZA2/RAC2/CORO1A/ACTR3/SVIL/GSN/GMFG/AKAP13/ARPC1B/TGFBR1/CSF1R/CDC42EP3/TMOD3/RHOB/ARHGEF10L/ROCK1/CAPZA1/ARF6/LRP1/NRP1/GRB2/FES/RHOG/ARHGDIA/WASF2/WDR1/PRKCD",45
"GO:0045333","GO:0045333","cellular respiration","31/749","187/18866",1.30991092612305e-11,6.65696732655735e-09,5.12657770876369e-09,"UQCRH/ATP5F1D/COX7B/NDUFB7/COX8A/CAT/COX5B/MDH1/COX5A/NDUFV2/NDUFS3/BLOC1S1/NDUFA4/NDUFS7/COX6A1/OXA1L/MDH2/IDH1/SDHD/COX6B1/NDUFB10/UQCRFS1/UQCRC1/CYCS/NDUFB6/CYC1/NDUFA12/COX7A2L/NDUFA5/SUCLG1/NDUFS1",31
"GO:0009060","GO:0009060","aerobic respiration","21/749","87/18866",1.82253718639327e-11,8.4201218011369e-09,6.48439546316763e-09,"UQCRH/ATP5F1D/COX7B/COX8A/CAT/COX5B/MDH1/COX5A/BLOC1S1/NDUFA4/NDUFS7/COX6A1/OXA1L/MDH2/IDH1/SDHD/COX6B1/UQCRC1/CYCS/COX7A2L/SUCLG1",21
"GO:0042776","GO:0042776","mitochondrial ATP synthesis coupled proton transport","12/749","24/18866",2.45118002601862e-11,1.03807474101889e-08,7.99428713748881e-09,"ATP5F1B/ATP5F1D/ATP5MC3/ATP5F1A/COX5B/ATP5F1C/ATP5PB/ATP5PF/ATP5MC2/ATP5PO/CYC1/ATP5MF",12
"GO:0015980","GO:0015980","energy derivation by oxidation of organic compounds","38/749","278/18866",2.76751477702984e-11,1.08188539206659e-08,8.33167606558458e-09,"CALM1/UQCRH/ATP5F1D/PPP1CC/ACADVL/COX7B/NDUFB7/COX8A/CAT/COX5B/MDH1/COX5A/NDUFV2/PPP1CA/NDUFS3/BLOC1S1/NDUFA4/NDUFS7/COX6A1/OXA1L/MDH2/IDH1/SDHD/COX6B1/NDUFB10/UQCRFS1/UQCRC1/CYCS/UGP2/NDUFB6/CYC1/NDUFA12/GYG1/GAA/COX7A2L/NDUFA5/SUCLG1/NDUFS1",38
"GO:0032970","GO:0032970","regulation of actin filament-based process","47/749","405/18866",4.37704118500301e-11,1.51647908512419e-08,1.16785128906807e-08,"RGCC/S100A10/ARPC2/EVL/VASP/PFN1/PYCARD/ARHGDIB/ARPC5/ACTG1/FLNA/ARHGAP18/RHOA/ARPC3/CFL1/COTL1/MYADM/ACTR2/CAPZA2/RAC2/MYH9/CORO1A/ACTR3/SVIL/GSN/GMFG/AKAP13/ARPC1B/TGFBR1/CSF1R/CDC42EP3/TMOD3/RHOB/ARHGEF10L/ROCK1/CAPZA1/ARF6/LRP1/NRP1/GRB2/FES/RHOG/ARHGDIA/WASF2/WDR1/KCNE3/PRKCD",47
"GO:0007015","GO:0007015","actin filament organization","49/749","434/18866",4.47603035750942e-11,1.51647908512419e-08,1.16785128906807e-08,"RGCC/S100A10/ARPC2/EVL/VASP/PFN1/PYCARD/ARPC5/ACTG1/FLNA/ARHGAP18/RHOA/ARPC3/CFL1/CORO1C/COTL1/CAP1/MYADM/ACTR2/CAPZA2/DIAPH1/RAC2/TPM3/CORO1A/ACTR3/SVIL/GSN/GMFG/ARPC1B/TGFBR1/CDC42EP3/TMOD3/RHOB/ZYX/ARHGEF10L/ROCK1/MYO1F/CAPZA1/ARF6/NRP1/GAS2L1/LCP1/GRB2/EZR/RHOG/WASF2/WDR1/MYO1G/PRKCD",49
"GO:0034341","GO:0034341","response to interferon-gamma","31/749","202/18866",1.00097832931447e-10,3.17935741848508e-08,2.44844567657315e-08,"MRC1/SLC11A1/STXBP2/EVL/CD44/HLA-DRB5/ACTG1/VIM/HLA-DQA2/PTAFR/ACTR2/PPARG/ACTR3/CDC37/GSN/CASP1/HSP90AB1/ZYX/OAS3/HLA-C/OAS2/LGALS9/CXCL16/CD58/NMI/PRKCD/PIAS1/PARP9/IFNGR1/TRIM8/CCL2",31
"GO:0015985","GO:0015985","energy coupled proton transport, down electrochemical gradient","12/749","27/18866",1.41163695611815e-10,3.92898373357409e-08,3.02573821359772e-08,"ATP5F1B/ATP5F1D/ATP5MC3/ATP5F1A/COX5B/ATP5F1C/ATP5PB/ATP5PF/ATP5MC2/ATP5PO/CYC1/ATP5MF",12
"GO:0015986","GO:0015986","ATP synthesis coupled proton transport","12/749","27/18866",1.41163695611815e-10,3.92898373357409e-08,3.02573821359772e-08,"ATP5F1B/ATP5F1D/ATP5MC3/ATP5F1A/COX5B/ATP5F1C/ATP5PB/ATP5PF/ATP5MC2/ATP5PO/CYC1/ATP5MF",12
"GO:0022904","GO:0022904","respiratory electron transport chain","23/749","116/18866",1.46892347378803e-10,3.92898373357409e-08,3.02573821359772e-08,"UQCRH/COX7B/NDUFB7/COX8A/COX5B/COX5A/NDUFV2/NDUFS3/NDUFA4/NDUFS7/COX6A1/SDHD/COX6B1/NDUFB10/UQCRFS1/UQCRC1/CYCS/NDUFB6/CYC1/NDUFA12/COX7A2L/NDUFA5/NDUFS1",23
"GO:0071346","GO:0071346","cellular response to interferon-gamma","29/749","182/18866",1.60629587609758e-10,4.08159782116394e-08,3.14326740385831e-08,"MRC1/STXBP2/EVL/CD44/HLA-DRB5/ACTG1/VIM/HLA-DQA2/PTAFR/ACTR2/PPARG/ACTR3/CDC37/GSN/CASP1/HSP90AB1/ZYX/OAS3/HLA-C/OAS2/LGALS9/CD58/NMI/PRKCD/PIAS1/PARP9/IFNGR1/TRIM8/CCL2",29
"GO:0110053","GO:0110053","regulation of actin filament organization","36/749","278/18866",4.28859196683749e-10,1.03783925597467e-07,7.99247365047708e-08,"RGCC/S100A10/ARPC2/EVL/VASP/PFN1/PYCARD/ARPC5/ACTG1/FLNA/ARHGAP18/RHOA/ARPC3/CFL1/COTL1/MYADM/ACTR2/CAPZA2/CORO1A/ACTR3/SVIL/GSN/GMFG/ARPC1B/TGFBR1/CDC42EP3/TMOD3/ARHGEF10L/ROCK1/CAPZA1/ARF6/NRP1/GRB2/WASF2/WDR1/PRKCD",36
"GO:1902600","GO:1902600","proton transmembrane transport","26/749","159/18866",8.0049356120875e-10,1.84914012639221e-07,1.4240359141503e-07,"ATP6V0D1/ATP5F1B/ATP5F1D/ATP5MC3/SLC25A3/ATP6V1F/COX7B/TCIRG1/COX8A/ATP5F1A/COX5B/COX5A/ATP5F1C/COX7A2/ATP5PB/ATP6V0B/ATP5PF/NDUFA4/NDUFS7/COX6A1/ATP5MC2/COX6B1/ATP5PO/CYC1/ATP5MF/COX7A2L",26
