"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"FCER1A",0,3.36996042009219,0.571,0.026,0
"CST7",1.1104446642178e-301,2.0907530701294,0.561,0.03,2.2264415517567e-297
"PPP1R14A",2.62396839121794e-288,1.57464900319794,0.412,0.011,5.26105662439196e-284
"RAMP1",6.05784373654611e-275,1.47929326216768,0.372,0.008,1.2145976691775e-270
"GNAO1",3.32700404385216e-266,0.702368221176631,0.287,0.002,6.67064310792358e-262
"CD1A",2.99148727142981e-260,2.3084101137703,0.436,0.018,5.99793197921676e-256
"CCR6",4.59292562462591e-259,1.10510750505572,0.402,0.014,9.20881587737495e-255
"C12orf75",9.09150005017509e-251,1.76122717765759,0.358,0.01,1.82284576006011e-246
"CD207",3.23681582419703e-235,1.74259063857555,0.294,0.005,6.48981572751505e-231
"CD1C",3.42943504867492e-235,2.59328257735482,0.578,0.053,6.87601727259322e-231
"CCL17",8.67731897391984e-227,3.71914244400221,0.459,0.028,1.73980245427093e-222
"PKIB",1.14109591441966e-226,1.9180576743071,0.571,0.053,2.28789730841142e-222
"CD1E",1.97141061661991e-217,2.56716546740782,0.557,0.053,3.95267828632292e-213
"SLC38A1",7.67986402844105e-193,0.898086532819707,0.291,0.009,1.53981273770243e-188
"PARM1",2.49029362633078e-163,0.621111958685418,0.233,0.006,4.99303872079321e-159
"S100B",6.68853129315657e-155,3.16546394806061,0.53,0.076,1.34105052427789e-150
"P2RY14",1.08334023023564e-146,0.762278079070301,0.28,0.015,2.17209716162245e-142
"ADAM19",1.47394922644597e-146,0.798742206214631,0.291,0.016,2.95526819902418e-142
"LTB",4.68014383315696e-146,2.90239310183809,0.618,0.122,9.38368838547971e-142
"PLD4",2.56598017556742e-143,1.20326140578261,0.334,0.025,5.14479025201267e-139
"CLEC9A",3.39856587446422e-135,1.10476406663454,0.149,0.001,6.81412457830076e-131
"CCR7",8.97853138776884e-130,1.91328031333158,0.162,0.003,1.80019554324765e-125
"MYBL1",9.86767949099909e-129,0.459541829621878,0.145,0.001,1.97846973794532e-124
"ENPP1",5.24984970082007e-128,0.527590738306342,0.139,0.001,1.05259486501442e-123
"TSPAN33",3.39676499051321e-124,1.09537492175571,0.416,0.053,6.81051380597899e-120
"CCL22",2.18727439706403e-121,2.47330669832224,0.291,0.023,4.38548516611338e-117
"GPR171",1.17889596843539e-117,0.449636668285651,0.128,0.001,2.36368641671296e-113
"DNASE1L3",1.2087776275566e-115,1.01116541951903,0.135,0.002,2.42359914325099e-111
"LAMP3",1.50883805837702e-115,1.19771601778615,0.182,0.006,3.02522030704593e-111
"FLT3",1.24839370605161e-114,0.597414828345078,0.172,0.005,2.50302938063347e-110
"HLA-DOB",9.37095644828913e-111,0.623940921833237,0.203,0.01,1.87887676788197e-106
"IDO1",1.70973545794213e-107,1.2990915969424,0.179,0.007,3.42801959317397e-103
"CLIC3",2.50541797223306e-107,1.13705822959093,0.132,0.002,5.02336303432729e-103
"P2RY10",3.33417126015263e-106,0.396766067346502,0.128,0.002,6.68501337660603e-102
"HLA-DPB1",2.44256006555626e-105,1.58153699232989,1,0.99,4.89733293144031e-101
"PPP1R16B",2.8499581265014e-101,0.355636120035583,0.142,0.003,5.71416604363532e-97
"FUT7",1.00578226546716e-100,0.589042755305177,0.23,0.016,2.01659344226166e-96
"CLDN1",5.94994478953286e-100,0.66440970878114,0.186,0.009,1.19296393030134e-95
"NDRG2",3.13982420172174e-96,1.13190710380306,0.416,0.071,6.29534752445209e-92
"ACAP1",5.28461254875432e-96,0.948919859671148,0.395,0.063,1.05956481602524e-91
"RPL18",1.60198385828764e-93,0.988130368615062,0.986,0.984,3.21197763586672e-89
"RPS23",2.65623175654049e-93,1.04737368582256,0.993,0.988,5.32574467186368e-89
"CLEC4F",1.87003862020547e-91,0.582715551305346,0.172,0.009,3.74942743351197e-87
