"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"hsa04142","hsa04142","Lysosome","21/220","128/8095",2.40162699403743e-11,6.62849050354330e-09,5.5111019442122e-09,"CTSL/PSAP/CTSB/CD63/ACP2/CTSD/CTSZ/LGMN/ATP6V0D2/GM2A/LAMP1/NPC2/GNPTAB/CTSK/CTSA/GNS/NPC1/DNASE2/LIPA/CTSH/LITAF",21
"hsa04979","hsa04979","Cholesterol metabolism","11/220","50/8095",6.84650757608847e-08,9.44818045500208e-06,7.85546658730151e-06,"PLTP/APOC1/ABCA1/APOE/CYP27A1/CD36/NPC2/SCARB1/SOAT1/NPC1/LIPA",11
"hsa04064","hsa04064","NF-kappa B signaling pathway","15/220","104/8095",1.13336482925098e-07,1.0426956429109e-05,8.66924676409523e-06,"GADD45B/CCL4L2/CCL4/BIRC3/RELB/ICAM1/BCL2L1/NFKB2/TNFAIP3/NFKBIA/CD14/CD40/IL1B/CXCL3/NFKB1",15
"hsa05150","hsa05150","Staphylococcus aureus infection","13/220","96/8095",1.70214222866941e-06,0.000117447813778189,9.76492120657712e-05,"CFD/C2/C1S/CAMP/C3/HLA-DQA1/C1QB/ICAM1/HLA-DRB1/HLA-DOA/C3AR1/C1QC/FCGR1A",13
"hsa04640","hsa04640","Hematopoietic cell lineage","13/220","99/8095",2.4274354640733e-06,0.000126569887256638,0.000105233544706129,"CD59/MME/HLA-DQA1/CD36/ITGA6/CR1/TFRC/CD4/HLA-DRB1/HLA-DOA/CD14/FCGR1A/IL1B",13
"hsa04610","hsa04610","Complement and coagulation cascades","12/220","85/8095",2.75151928818779e-06,0.000126569887256638,0.000105233544706129,"CFD/SERPING1/CD59/C2/C1S/C3/PLAUR/C1QB/CR1/A2M/C3AR1/C1QC",12
"hsa04145","hsa04145","Phagosome","16/220","152/8095",3.32823232798624e-06,0.000131227446074886,0.000109105962030226,"CTSL/HLA-A/ATP6V0D2/C3/HLA-DQA1/ITGB5/LAMP1/CD36/SCARB1/TFRC/HLA-B/HLA-DRB1/HLA-DOA/CD14/TUBA1C/FCGR1A",16
"hsa03320","hsa03320","PPAR signaling pathway","11/220","76/8095",5.64002965679957e-06,0.000172960909475187,0.000143804264933603,"PLTP/PLIN2/SCD/NR1H3/FABP5/CYP27A1/FABP4/CD36/ME1/ACSL1/FABP3",11
"hsa05133","hsa05133","Pertussis","11/220","76/8095",5.64002965679957e-06,0.000172960909475187,0.000143804264933603,"SERPING1/C2/C1S/C3/CALM3/C1QB/CXCL5/C1QC/CD14/IL1B/NFKB1",11
"hsa05152","hsa05152","Tuberculosis","17/220","180/8095",7.22406364207395e-06,0.000183247950007626,0.000152357181928538,"CTSD/ATP6V0D2/CAMP/C3/HLA-DQA1/LAMP1/CALM3/CR1/HLA-DRB1/HLA-DOA/CD14/SPHK1/FCGR1A/CLEC4E/STAT1/IL1B/NFKB1",17
"hsa04612","hsa04612","Antigen processing and presentation","11/220","78/8095",7.3033603263909e-06,0.000183247950007626,0.000152357181928538,"CTSL/CTSB/HLA-A/LGMN/HLA-DQA1/CD4/HLA-B/HLA-DRB1/HLA-DOA/HSPA5/HSPA1B",11
"hsa04621","hsa04621","NOD-like receptor signaling pathway","17/220","184/8095",9.69994644292348e-06,0.000207185058495657,0.00017225912567526,"CTSB/CAMP/GBP2/BIRC3/NAMPT/P2RX7/BCL2L1/GBP4/TNFAIP3/GBP5/NFKBIA/GBP1/STAT1/TXN/IL1B/CXCL3/NFKB1",17
"hsa05145","hsa05145","Toxoplasmosis","13/220","112/8095",9.75871652334614e-06,0.000207185058495657,0.00017225912567526,"HLA-DQA1/BIRC3/ITGA6/BIRC7/BCL2L1/HLA-DRB1/PPIF/HLA-DOA/NFKBIA/CD40/STAT1/HSPA1B/NFKB1",13
"hsa05134","hsa05134","Legionellosis","9/220","57/8095",1.98688790918782e-05,0.000379417554577948,0.000315457768489675,"C3/CR1/NFKB2/NFKBIA/CD14/IL1B/HSPA1B/CXCL3/NFKB1",9
"hsa05417","hsa05417","Lipid and atherosclerosis","18/220","215/8095",2.06205192705407e-05,0.000379417554577948,0.000315457768489675,"SOD2/ABCA1/CCL3/CD36/CALM3/ABCG1/MMP9/ICAM1/BCL2L1/NFKBIA/CD14/CD40/HSPA5/DDIT3/IL1B/HSPA1B/CXCL3/NFKB1",18
"hsa05140","hsa05140","Leishmaniasis","10/220","77/8095",3.99660992715534e-05,0.000649900161224902,0.000540344146251063,"C3/HLA-DQA1/CR1/HLA-DRB1/HLA-DOA/NFKBIA/FCGR1A/STAT1/IL1B/NFKB1",10
"hsa05323","hsa05323","Rheumatoid arthritis","11/220","93/8095",4.00300823942875e-05,0.000649900161224902,0.000540344146251063,"CTSL/CCL3/ATP6V0D2/HLA-DQA1/CTSK/ICAM1/CXCL5/HLA-DRB1/HLA-DOA/IL1B/CXCL3",11
"hsa04210","hsa04210","Apoptosis","13/220","136/8095",7.8159361799416e-05,0.00119844354759105,0.000996417594869748,"CTSL/CTSB/CTSD/CTSZ/GADD45B/BIRC3/CTSK/BCL2L1/NFKBIA/TUBA1C/CTSH/DDIT3/NFKB1",13
"hsa04216","hsa04216","Ferroptosis","7/220","41/8095",0.000101840749439273,0.00147937088659155,0.00122998799876795,"FTL/SAT1/FTH1/TFRC/ACSL1/HMOX1/SLC39A8",7
"hsa04620","hsa04620","Toll-like receptor signaling pathway","11/220","104/8095",0.000112720317613206,0.00155554038306225,0.00129331732840416,"SPP1/CCL3/CCL4L2/CCL4/CTSK/NFKBIA/CD14/CD40/STAT1/IL1B/NFKB1",11
"hsa04940","hsa04940","Type I diabetes mellitus","7/220","43/8095",0.000139388778031132,0.0018319667969806,0.00152314554440034,"HLA-A/HLA-DQA1/CPE/HLA-B/HLA-DRB1/HLA-DOA/IL1B",7
"hsa04380","hsa04380","Osteoclast differentiation","12/220","128/8095",0.000177483447240472,0.00222661051992592,0.00185126275112071,"SQSTM1/LILRB4/RELB/CTSK/NFKB2/LILRB1/TYROBP/NFKBIA/FCGR1A/STAT1/IL1B/NFKB1",12
