"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"hsa04142","hsa04142","Lysosome","17/186","128/8096",4.41911228378319e-09,1.17990297977011e-06,1.01872167384055e-06,"CTSL/PSAP/ACP2/CTSD/CD63/CTSZ/CTSB/ATP6V0D2/CTSC/GM2A/DNASE2/LAMP1/CTSA/PLA2G15/CTSK/GNPTAB/LIPA",17
"hsa04145","hsa04145","Phagosome","16/186","152/8096",3.5262038176438e-07,4.70748209655447e-05,4.06441387402101e-05,"CTSL/HLA-A/TFRC/ITGB5/HLA-B/MARCO/MSR1/ATP6V0D2/HLA-DQA1/HLA-DRB1/FCGR1A/LAMP1/HLA-F/FCGR3A/TUBA1C/CD14",16
"hsa04610","hsa04610","Complement and coagulation cascades","11/186","85/8096",3.40145060621842e-06,0.00030272910395344,0.000261374625530468,"SERPING1/CFD/C1QB/CD59/C2/C8B/C1QC/C1QA/PLAUR/SERPINA1/C3AR1",11
"hsa03320","hsa03320","PPAR signaling pathway","10/186","76/8096",8.24390539106308e-06,0.00044238116903128,0.000381949442215061,"FABP4/SCD/PLTP/NR1H3/PLIN2/CYP27A1/FABP5/ME1/ACSL1/FABP3",10
"hsa05323","hsa05323","Rheumatoid arthritis","11/186","93/8096",8.28429155489288e-06,0.00044238116903128,0.000381949442215061,"CTSL/CXCL5/CCL20/ATP6V0D2/HLA-DQA1/CCL3/HLA-DRB1/CTSK/CXCL2/CXCL3/JUN",11
"hsa05150","hsa05150","Staphylococcus aureus infection","11/186","96/8096",1.12874277490878e-05,0.000502290534834408,0.000433674855622848,"CFD/CAMP/C1QB/C2/C1QC/C1QA/HLA-DQA1/HLA-DRB1/FCGR1A/C3AR1/FCGR3A",11
"hsa05133","hsa05133","Pertussis","9/186","76/8096",5.55430896733946e-05,0.00211857213468519,0.00182916340428172,"SERPING1/C1QB/C2/CXCL5/C1QC/C1QA/CALM3/JUN/CD14",9
"hsa04612","hsa04612","Antigen processing and presentation","9/186","78/8096",6.83461435589522e-05,0.00228105254128003,0.00196944808413296,"CTSL/HLA-A/B2M/HLA-B/CTSB/HLA-DQA1/HLA-DRB1/HLA-F/PSME2",9
"hsa04061","hsa04061","Viral protein interaction with cytokine and cytokine receptor","10/186","100/8096",9.28152524506688e-05,0.00275351915603651,0.00237737313294695,"CCL18/CCL23/CCL4L2/CXCL5/CCL4/CCL20/CCL3/CXCL10/CXCL2/CXCL3",10
"hsa04979","hsa04979","Cholesterol metabolism","7/186","50/8096",0.000130701654721353,0.00348973418106014,0.00301301709305015,"APOC1/PLTP/CYP27A1/APOE/ABCA1/LRPAP1/LIPA",7
"hsa04621","hsa04621","NOD-like receptor signaling pathway","13/186","184/8096",0.00030485018755196,0.00694991993559495,0.00600052223889334,"CAMP/GBP2/CTSB/GBP4/NAMPT/GBP1/P2RX7/GBP5/TNFAIP3/CXCL2/CXCL3/TXN/JUN",13
"hsa04216","hsa04216","Ferroptosis","6/186","41/8096",0.000312355952161571,0.00694991993559495,0.00600052223889334,"FTL/FTH1/SAT1/TFRC/ACSL1/HMOX1",6
"hsa04940","hsa04940","Type I diabetes mellitus","6/186","43/8096",0.000407694140626132,0.00794372835177268,0.0068585709009983,"CPE/HLA-A/HLA-B/HLA-DQA1/HLA-DRB1/HLA-F",6
"hsa04978","hsa04978","Mineral absorption","7/186","60/8096",0.000416525082115422,0.00794372835177268,0.0068585709009983,"FTL/FTH1/MT2A/ATP1B1/ATOX1/HMOX1/ATP2B1",7
"hsa05152","hsa05152","Tuberculosis","12/186","180/8096",0.000872170734388649,0.0155246390721179,0.0134038870758677,"CAMP/CTSD/ATP6V0D2/HLA-DQA1/HLA-DRB1/FCGR1A/LAMP1/CALM3/CLEC4E/FCER1G/FCGR3A/CD14",12
"hsa04210","hsa04210","Apoptosis","10/186","136/8096",0.00111772250203916,0.0186519942527784,0.0161040281543799,"CTSL/CTSD/GADD45B/CTSZ/CTSB/CTSC/CTSK/JUN/TUBA1C/DDIT3",10
"hsa05418","hsa05418","Fluid shear stress and atherosclerosis","10/186","139/8096",0.00132016206571801,0.0207343100909829,0.0179018880738232,"CTSL/SQSTM1/GSTP1/HMOX1/CALM3/MGST3/TXN/GSTO1/JUN/MGST1",10
"hsa04062","hsa04062","Chemokine signaling pathway","12/186","192/8096",0.00152597946918013,0.0226353621261719,0.0195432458333595,"CCL18/CCL23/CCL4L2/BCAR1/CXCL5/GNG12/CCL4/CCL20/CCL3/CXCL10/CXCL2/CXCL3",12
"hsa05330","hsa05330","Allograft rejection","5/186","38/8096",0.00164505149841914,0.0231173026356795,0.0199593505902377,"HLA-A/HLA-B/HLA-DQA1/HLA-DRB1/HLA-F",5
"hsa00480","hsa00480","Glutathione metabolism","6/186","58/8096",0.00203647745780619,0.0271869740617126,0.0234730822768187,"GPX3/HPGDS/GSTP1/MGST3/GSTO1/MGST1",6
"hsa05332","hsa05332","Graft-versus-host disease","5/186","42/8096",0.00258904571667485,0.0329178669691516,0.0284211033559795,"HLA-A/HLA-B/HLA-DQA1/HLA-DRB1/HLA-F",5
"hsa05322","hsa05322","Systemic lupus erythematosus","9/186","136/8096",0.00401567683113516,0.0487357142687767,0.0420781447855789,"C1QB/C2/C8B/C1QC/C1QA/HLA-DQA1/HLA-DRB1/FCGR1A/FCGR3A",9
