"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0009055","GO:0009055","electron transfer activity","28/756","111/18352",5.76191855429364e-15,5.00134530512688e-12,4.25168937532615e-12,"1536/83442/4688/2745/653361/1535/7388/217/5447/1349/1351/1329/4835/9377/4729/4722/1347/4697/1337/6392/1340/7386/7384/54205/1537/55967/9167/4719",28
"GO:0015078","GO:0015078","proton transmembrane transporter activity","25/756","127/18352",5.99795758574793e-11,2.6031135922146e-08,2.21293066716279e-08,"6556/9114/506/513/518/5250/9296/1349/10312/1351/498/1329/9377/509/1347/515/533/522/4697/1337/517/1340/539/9551/9167",25
"GO:0046933","GO:0046933","proton-transporting ATP synthase activity, rotational mechanism","10/756","19/18352",8.74910288947394e-10,2.53140710268779e-07,2.15197232474429e-07,"506/513/518/498/509/515/522/517/539/9551",10
"GO:0045296","GO:0045296","cadherin binding","40/756","332/18352",1.19269847175491e-09,2.58815568370816e-07,2.20021481236893e-07,"6282/7408/5216/2316/57142/9208/93663/301/5339/7529/6643/302/6231/8407/3312/4627/1938/29766/3326/3190/5499/829/10694/7534/7414/3417/5902/26135/5110/867/7430/10163/5093/50807/3927/83939/8615/5214/51510/4179",40
"GO:0003779","GO:0003779","actin binding","46/756","437/18352",5.54772695605645e-09,9.630853995714e-07,8.18727704462226e-07,"6275/10109/7533/51466/7408/5216/10092/2316/10094/5339/4478/1072/23603/23406/10487/10097/830/1729/7170/4627/11151/10096/6840/2934/1938/2275/9535/10095/29766/752/4046/4542/829/9260/7414/10634/3936/7430/22846/10163/9948/121512/64098/3927/64005/2483",46
"GO:0016651","GO:0016651","oxidoreductase activity, acting on NAD(P)H","20/756","109/18352",1.7508095238175e-08,2.53283777778932e-06,2.15318855472994e-06,"1536/4688/653361/1535/5447/4713/4835/4729/5230/4722/4697/374291/84817/51714/4716/10935/4712/55967/4698/4719",20
"GO:0015252","GO:0015252","proton channel activity","10/756","26/18352",3.86802674000925e-08,4.79635315761147e-06,4.07742367631051e-06,"506/513/518/498/509/515/522/517/539/9551",10
"GO:0051015","GO:0051015","actin filament binding","27/756","206/18352",1.0712094550822e-07,1.16226225876419e-05,9.88049773700823e-06,"10109/10092/2316/10094/1072/23603/23406/10097/830/7170/4627/11151/10096/6840/2934/1938/10095/752/4542/829/10634/3936/7430/9948/3927/64005/2483",27
"GO:0016675","GO:0016675","oxidoreductase activity, acting on a heme group of donors","10/756","29/18352",1.30343740631458e-07,1.25709296520117e-05,1.0686662243585e-05,"5447/1349/1351/1329/9377/1347/4697/1337/1340/9167",10
"GO:0004129","GO:0004129","cytochrome-c oxidase activity","9/756","28/18352",1.11119415997716e-06,8.03763775716813e-05,6.83286935214026e-05,"1349/1351/1329/9377/1347/4697/1337/1340/9167",9
"GO:0015002","GO:0015002","heme-copper terminal oxidase activity","9/756","28/18352",1.11119415997716e-06,8.03763775716813e-05,6.83286935214026e-05,"1349/1351/1329/9377/1347/4697/1337/1340/9167",9
"GO:0016676","GO:0016676","oxidoreductase activity, acting on a heme group of donors, oxygen as acceptor","9/756","28/18352",1.11119415997716e-06,8.03763775716813e-05,6.83286935214026e-05,"1349/1351/1329/9377/1347/4697/1337/1340/9167",9
"GO:0046332","GO:0046332","SMAD binding","14/756","79/18352",3.71988717589003e-06,0.000248374005282504,0.000211145012979669,"28984/2280/2316/2353/6497/1655/6498/7046/9839/60485/51341/1601/4205/10527",14
"GO:0017124","GO:0017124","SH3 domain binding","18/756","131/18352",7.16908195934828e-06,0.000444483081479593,0.000377859131842342,"51466/7408/653361/1535/102/5777/8751/51225/10657/2885/867/6868/10163/5359/6451/1785/5782/6452",18
"GO:0044548","GO:0044548","S100 protein binding","6/756","14/18352",1.08315954799326e-05,0.000609924317191897,0.000518502239087461,"6277/6282/311/302/27101/7430",6
"GO:0003725","GO:0003725","double-stranded RNA binding","13/756","76/18352",1.23048530798269e-05,0.000609924317191897,0.000518502239087461,"7431/9208/4478/5610/4154/3326/4940/9188/51311/92140/4939/51092/10383",13
"GO:0003924","GO:0003924","GTPase activity","31/756","326/18352",1.39980728577279e-05,0.000609924317191897,0.000518502239087461,"397/387/2787/10287/5872/1915/5880/2771/203068/4599/11031/6002/1938/4218/5908/388/6009/7284/2783/382/84617/7879/391/51552/168537/55288/5906/1785/3845/10383/2776",31
"GO:0003954","GO:0003954","NADH dehydrogenase activity","10/756","46/18352",1.40535556956658e-05,0.000609924317191897,0.000518502239087461,"4713/4729/4722/4697/374291/4716/4712/55967/4698/4719",10
"GO:0008137","GO:0008137","NADH dehydrogenase (ubiquinone) activity","10/756","46/18352",1.40535556956658e-05,0.000609924317191897,0.000518502239087461,"4713/4729/4722/4697/374291/4716/4712/55967/4698/4719",10
"GO:0050136","GO:0050136","NADH dehydrogenase (quinone) activity","10/756","46/18352",1.40535556956658e-05,0.000609924317191897,0.000518502239087461,"4713/4729/4722/4697/374291/4716/4712/55967/4698/4719",10
"GO:0044325","GO:0044325","ion channel binding","17/756","132/18352",3.02130829015051e-05,0.00124880742659554,0.00106162261222832,"706/801/6281/2280/7533/29108/2316/805/6769/3398/1729/27020/7416/3326/1173/7534/10008",17
"GO:0016655","GO:0016655","oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor","11/756","61/18352",3.42863389187026e-05,0.0013527519173379,0.00114998677425888,"4713/4835/4729/4722/4697/374291/4716/4712/55967/4698/4719",11
"GO:0048306","GO:0048306","calcium-dependent protein binding","13/756","85/18352",4.23362481749112e-05,0.0015977331919923,0.00135824759590905,"6275/6277/6281/6279/6282/301/6280/311/302/1655/10016/55048/6284",13
"GO:0001882","GO:0001882","nucleoside binding","33/756","389/18352",7.46123238440302e-05,0.00269847904569243,0.00229400171116953,"25939/387/5872/1915/978/5880/2771/55303/203068/4599/11031/1938/4218/5908/3326/388/4860/6009/7284/382/10124/84617/7879/391/51552/168537/55288/5906/1785/10964/3845/10383/2776",33
"GO:0005200","GO:0005200","structural constituent of cytoskeleton","14/756","104/18352",9.19076066669361e-05,0.00319103210347602,0.00271272556941146,"10109/60/10092/71/7431/10094/5339/4478/10097/10096/203068/10095/84617/10383",14
"GO:0038024","GO:0038024","cargo receptor activity","11/756","73/18352",0.00018634337567471,0.00612245041463055,0.00520475108010674,"4360/4973/3684/55911/432/81035/8685/1601/6653/4035/58191",11
"GO:0016504","GO:0016504","peptidase activator activity","8/756","40/18352",0.000190444886169384,0.00612245041463055,0.00520475108010674,"29108/2335/834/91662/58484/22861/11047/64115",8
"GO:0005525","GO:0005525","GTP binding","31/756","376/18352",0.000203480415698629,0.0063078928866575,0.00536239742123079,"25939/387/5872/1915/5880/2771/55303/203068/4599/11031/1938/4218/5908/3326/388/6009/7284/382/10124/84617/7879/391/51552/168537/55288/5906/1785/10964/3845/10383/2776",31
"GO:0032550","GO:0032550","purine ribonucleoside binding","31/756","380/18352",0.000245114294408456,0.00720405069246708,0.00612422936626173,"25939/387/5872/1915/5880/2771/55303/203068/4599/11031/1938/4218/5908/3326/388/6009/7284/382/10124/84617/7879/391/51552/168537/55288/5906/1785/10964/3845/10383/2776",31
"GO:0036041","GO:0036041","long-chain fatty acid binding","5/756","15/18352",0.000248987927159,0.00720405069246708,0.00612422936626173,"241/6279/6280/5468/6342",5
"GO:0038187","GO:0038187","pattern recognition receptor activity","6/756","23/18352",0.000264893783400204,0.00739526977566883,0.00628678645736581,"2219/64581/5724/81035/8685/51311",6
"GO:0001883","GO:0001883","purine nucleoside binding","31/756","383/18352",0.000281156569812294,0.00739526977566883,0.00628678645736581,"25939/387/5872/1915/5880/2771/55303/203068/4599/11031/1938/4218/5908/3326/388/6009/7284/382/10124/84617/7879/391/51552/168537/55288/5906/1785/10964/3845/10383/2776",31
