"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0001618","GO:0001618","virus receptor activity","14/531","74/18352",2.25203712564095e-08,8.7491642331151e-06,6.91019812762461e-06,"7852/3916/4864/3383/1378/949/920/8764/3693/5819/3685/3303/1234/3304",14
"GO:0140272","GO:0140272","exogenous protein binding","14/531","74/18352",2.25203712564095e-08,8.7491642331151e-06,6.91019812762461e-06,"7852/3916/4864/3383/1378/949/920/8764/3693/5819/3685/3303/1234/3304",14
"GO:0019955","GO:0019955","cytokine binding","18/531","135/18352",6.99333563771705e-08,1.35845544762654e-05,1.07292491494448e-05,"7852/8828/7133/948/2/135228/10068/3554/3570/3454/920/9034/8764/1441/3685/1234/3557/7538",18
"GO:0140375","GO:0140375","immune receptor activity","18/531","135/18352",6.99333563771705e-08,1.35845544762654e-05,1.07292491494448e-05,"7852/1240/3554/1378/3570/1512/3454/920/9034/10859/1441/719/3117/3111/3460/1234/10288/728",18
"GO:0043394","GO:0043394","proteoglycan binding","9/531","36/18352",6.22881688420345e-07,9.67958143805217e-05,7.64505314419076e-05,"1508/1514/10457/26279/348/6386/1513/10855/51816",9
"GO:0005178","GO:0005178","integrin binding","17/531","144/18352",9.40224322737318e-07,0.000121759049794483,9.61668035361151e-05,"6696/10457/8613/7106/5829/3383/4323/8754/811/3689/3693/3685/7077/5034/7094/3687/3553",17
"GO:0005543","GO:0005543","phospholipid binding","32/531","454/18352",3.59372277073503e-06,0.000398903227551588,0.000315058703058424,"19/5360/5660/26279/7941/348/1687/85477/53373/341/55686/5341/11314/9765/23636/949/822/309/6386/59339/55803/10788/92017/5306/51429/115548/3708/55041/114882/7094/1200/22822",32
"GO:0050840","GO:0050840","extracellular matrix binding","10/531","57/18352",4.80564808887038e-06,0.000466748570631536,0.000368643794185715,"6696/3956/1893/7422/6678/8754/3655/59339/3958/3685",10
"GO:0001848","GO:0001848","complement binding","6/531","21/18352",2.1369804474059e-05,0.00184492645292709,0.00145714573197385,"966/1378/811/3689/728/22918",6
"GO:0035091","GO:0035091","phosphatidylinositol binding","21/531","262/18352",2.67831787470419e-05,0.00208105298864515,0.00164364139047636,"1687/85477/53373/55686/5341/9765/949/822/6386/59339/55803/10788/92017/5306/51429/115548/3708/55041/114882/7094/22822",21
"GO:0001846","GO:0001846","opsonin binding","5/531","15/18352",4.69833910892171e-05,0.00331873589784742,0.00262117866076685,"1378/811/3689/3685/22918",5
"GO:0004175","GO:0004175","endopeptidase activity","28/531","440/18352",8.90923970062222e-05,0.00576873270615289,0.00455621644338838,"27299/1508/5641/1514/4318/101/1522/1509/56675/716/10863/203100/1675/57486/6768/4323/113791/4327/8754/81502/717/1512/1513/8837/2923/1200/5328/10892",28
"GO:0001664","GO:0001664","G protein-coupled receptor binding","21/531","293/18352",0.000133883864057767,0.00795892836644329,0.00628606006588964,"5660/5898/133/6348/6362/808/718/57561/9454/6347/10672/6386/9034/6351/2768/5621/3303/51816/6772/6774/3304",21
"GO:0019829","GO:0019829","ATPase-coupled cation transmembrane transporter activity","8/531","54/18352",0.000150258970665378,0.00795892836644329,0.00628606006588964,"245972/528/526/476/523/490/535/9550",8
"GO:0043236","GO:0043236","laminin binding","6/531","29/18352",0.000153647265761453,0.00795892836644329,0.00628606006588964,"3956/1893/8754/3655/59339/3958",6
"GO:0002020","GO:0002020","protease binding","13/531","137/18352",0.000174673587344055,0.00848258608539567,0.00669965140931474,"5660/1476/7076/2/1893/3554/8837/3685/7077/5621/5272/4282/10892",13
"GO:0043178","GO:0043178","alcohol binding","10/531","86/18352",0.000186265361442986,0.00851342269654118,0.0067240065462081,"19/10577/10062/4864/6646/309/55803/5947/3708/114882",10
"GO:0044769","GO:0044769","ATPase activity, coupled to transmembrane movement of ions, rotational mechanism","5/531","20/18352",0.000215155752981461,0.00851973964521178,0.00672899575040096,"245972/528/526/523/535",5
"GO:0046961","GO:0046961","proton-transporting ATPase activity, rotational mechanism","5/531","20/18352",0.000215155752981461,0.00851973964521178,0.00672899575040096,"245972/528/526/523/535",5
"GO:0009678","GO:0009678","pyrophosphate hydrolysis-driven proton transmembrane transporter activity","6/531","31/18352",0.000226749024246301,0.00851973964521178,0.00672899575040096,"245972/528/526/523/535/9550",6
"GO:0042625","GO:0042625","ATPase-coupled ion transmembrane transporter activity","8/531","58/18352",0.000250187166677839,0.00851973964521178,0.00672899575040096,"245972/528/526/476/523/490/535/9550",8
"GO:0015399","GO:0015399","primary active transmembrane transporter activity","11/531","107/18352",0.000271204307561855,0.00851973964521178,0.00672899575040096,"19/245972/10057/528/526/23480/476/523/490/535/9550",11
"GO:0032934","GO:0032934","sterol binding","8/531","59/18352",0.000282212257031829,0.00851973964521178,0.00672899575040096,"19/10577/10062/1880/4864/6646/309/114882",8
"GO:0045296","GO:0045296","cadherin binding","22/531","332/18352",0.000284896716840566,0.00851973964521178,0.00672899575040096,"10397/3655/2023/822/5795/55357/5315/5052/5025/5770/3309/5962/51429/3303/1654/10938/6772/27044/23075/1982/7094/9689",22
"GO:0004875","GO:0004875","complement receptor activity","4/531","12/18352",0.00028508781309589,0.00851973964521178,0.00672899575040096,"1240/1378/719/728",4
"GO:0017154","GO:0017154","semaphorin receptor activity","4/531","12/18352",0.00028508781309589,0.00851973964521178,0.00672899575040096,"8828/10154/5361/23129",4
"GO:0033218","GO:0033218","amide binding","24/531","381/18352",0.000324387902814345,0.00870177347697166,0.00687276832225764,"5360/5660/348/2350/948/3105/57486/929/6646/811/949/1622/4792/2286/3689/10105/5621/3117/2055/64746/5295/1200/7097/10288",24
