"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"S100A4",0,1.21854957670045,0.995,0.929,0
"CYBB",0,1.53927437114953,0.931,0.666,0
"FBP1",0,1.78367198860931,0.936,0.711,0
"MRC1",0,2.10594333200852,0.957,0.547,0
"MCEMP1",0,2.12527666617844,0.879,0.285,0
"RETN",2.34216246337561e-291,2.47895051820616,0.75,0.268,4.6960357390681e-287
"TSPO",1.69495061522667e-290,0.988458135662438,0.988,0.889,3.39837598352947e-286
"CEBPB",2.57728825279042e-256,1.08575050772776,0.967,0.836,5.16746294684478e-252
"VCAN",8.14267979282175e-247,1.53546763675107,0.699,0.19,1.63260729846076e-242
"ALOX5AP",2.32565775496281e-246,1.22717626547576,0.934,0.661,4.66294379870044e-242
"CALM1",1.76244252051981e-232,0.885581034165748,0.974,0.92,3.53369725364222e-228
"LTA4H",2.45791227651027e-232,1.26292386944582,0.879,0.634,4.9281141144031e-228
"SH3BGRL3",2.74369320378584e-204,0.721189335970205,0.992,0.967,5.50110487359061e-200
"LY6E",2.85677041051927e-200,1.1489231593515,0.863,0.607,5.72782467309113e-196
"S100A6",1.37960144171502e-194,0.674282210103123,0.998,0.978,2.76610089063862e-190
"TXNIP",4.68860152612441e-189,0.824151606611809,0.976,0.784,9.40064605987943e-185
"VSIG4",3.3774339524065e-188,1.12844933082427,0.911,0.711,6.77175507457504e-184
"RGCC",3.32106307585771e-185,0.968301098188168,0.826,0.447,6.6587314670947e-181
"IL3RA",1.81931723682976e-176,1.22356903597982,0.593,0.182,3.64773105984366e-172
"S100A10",1.05719669610682e-171,0.740884272626238,0.997,0.976,2.11967937569418e-167
"C1orf162",1.05846500782805e-165,0.771943404271292,0.926,0.766,2.12222234069524e-161
"OLR1",2.95681642430385e-163,0.724378013754251,0.853,0.522,5.92841693072921e-159
"S100A8",3.03694366804168e-160,1.07808885903523,0.869,0.582,6.08907205442357e-156
"ITGAM",3.96727204620656e-159,0.938120142889703,0.652,0.293,7.95438045264415e-155
"ARPC2",3.63667231205375e-155,0.525148615143533,0.985,0.961,7.29152798566776e-151
"GLIPR2",1.97834379074493e-146,0.850366283418329,0.853,0.66,3.96657930044358e-142
"PNPLA6",3.68411853114668e-145,0.913009297903535,0.731,0.456,7.38665765494909e-141
"NCF2",5.91113255994163e-144,0.743203694031286,0.898,0.72,1.1851820782683e-139
"MYL12A",1.35630604695497e-142,0.603017653791197,0.951,0.864,2.71939362414471e-138
"AQP3",2.20050538035246e-142,1.00646352789395,0.533,0.178,4.41201328760667e-138
"FKBP1A",3.64804093484258e-140,0.737266786391139,0.839,0.645,7.31432207435936e-136
"MS4A7",1.17672865768191e-137,0.727505552236749,0.959,0.809,2.35934095865223e-133
"SAMHD1",2.54276660604894e-136,0.685853428357062,0.931,0.836,5.09824704512812e-132
"AC020656.1",9.67695705882512e-136,1.02703064350443,0.566,0.207,1.94022989029444e-131
"YWHAH",3.44549674699344e-135,0.695631407207598,0.866,0.659,6.90822097772185e-131
"S100A11",1.47338923022835e-134,0.423905696137215,0.999,0.986,2.95414540660785e-130
"GLRX",1.63227730551849e-130,0.788568503861779,0.872,0.678,3.27271599756456e-126
"ADAMTSL4",3.16397794367198e-130,0.826153338144742,0.608,0.29,6.34377577706232e-126
"PLXDC2",4.30136271728536e-130,0.726817677325378,0.857,0.681,8.62423224815715e-126
"SLC11A1",1.34333916217834e-126,0.722063834137873,0.886,0.656,2.69339502016758e-122
"STXBP2",3.07949688190532e-126,0.956726135331858,0.78,0.586,6.17439124822016e-122
"EVL",3.53597551134962e-126,0.931862818522065,0.637,0.358,7.08963090025599e-122
"ZFP36L2",2.36673863465067e-121,0.747889988377116,0.837,0.63,4.7453109624746e-117
"VASP",6.46222258476755e-121,0.657703037664429,0.864,0.694,1.29567562824589e-116
"PFN1",1.30213536687702e-120,0.496636425359237,0.984,0.967,2.61078141058842e-116
"SLC7A7",2.67201042961723e-119,0.753854599633029,0.781,0.565,5.35738091138254e-115
"CD44",7.77512333524565e-119,0.567633949007994,0.967,0.902,1.55891222871675e-114
"LST1",2.66487359426974e-118,0.619730631311092,0.916,0.767,5.34307155651083e-114
"PYCARD",8.83271269816561e-118,0.679804465543372,0.9,0.745,1.7709588959822e-113
"ARHGDIB",2.66859916646297e-116,0.616471335156592,0.913,0.8,5.35054132875826e-112
"ENG",6.17491654160793e-116,0.72033389825293,0.725,0.472,1.23807076659239e-111
"ACTB",8.24668328063111e-116,0.4804196636719,1,0.997,1.65345999776654e-111
"MNDA",3.44467214853761e-112,0.7279091192382,0.819,0.612,6.9065676578179e-108
"MOB3B",7.42693943303046e-112,0.657949836692878,0.487,0.163,1.48910135632261e-107
"GPCPD1",4.26646208190352e-108,0.72080038655244,0.756,0.522,8.55425647421656e-104
"RNF149",4.77416568881754e-108,0.765111978977238,0.729,0.504,9.57220220607917e-104
"HLA-DRB5",8.40227227313958e-107,1.07037076728232,0.679,0.43,1.68465559076449e-102
"ARPC5",1.72836435197533e-106,0.465410398985058,0.962,0.922,3.46537052571054e-102
"MCL1",9.05097547928592e-105,0.67559026660774,0.804,0.617,1.81472058359683e-100
"CLEC12A",4.28295614409435e-103,0.714190404454154,0.481,0.187,8.58732706890918e-99
"LAPTM5",5.48826803464881e-103,0.414153732322928,0.983,0.946,1.10039774094709e-98
"PRAM1",4.11137172871937e-102,0.671735059755392,0.429,0.147,8.24330031608234e-98
"DOK2",1.29639300039475e-101,0.648098841957795,0.784,0.566,2.59926796579147e-97
"NCF1",8.30732079893725e-101,0.907542757000477,0.728,0.494,1.66561782018692e-96
"NEAT1",2.70744709429694e-100,0.656741511745403,0.978,0.944,5.42843142406537e-96
"ACTG1",3.05855056181365e-100,0.366409974536984,0.993,0.979,6.13239387643638e-96
"FLNA",2.69691769306547e-99,0.593819939000841,0.905,0.778,5.40731997459628e-95
"ADGRE5",2.76740992403178e-99,0.752420529439555,0.668,0.412,5.54865689768372e-95
"HMGN2",1.38039263199221e-98,0.662652743785197,0.817,0.668,2.76768722714439e-94
"RBPJ",2.14558736487962e-95,0.647024512394211,0.829,0.682,4.30190266658363e-91
"CLEC5A",2.06613068931797e-94,0.661225676065914,0.447,0.135,4.14259203208253e-90
"FCN1",9.36260463431787e-94,1.18190949953212,0.389,0.106,1.87720222918073e-89
"DUSP6",1.7516695949318e-93,0.731914342456443,0.527,0.243,3.51209753783827e-89
"TKT",4.59502528394995e-93,0.685498119385128,0.871,0.736,9.21302569431965e-89
"CD9",2.74945002216734e-90,0.780243640897953,0.891,0.803,5.51264729444552e-86
"VIM",4.33246237586731e-90,0.33879199732254,1,0.997,8.68658706361395e-86
"RTN4",1.4076292473695e-89,0.504752950880635,0.935,0.876,2.82229664097585e-85
"CLEC7A",1.33371875444673e-88,0.64001935468157,0.707,0.487,2.6741061026657e-84
"FOLR3",3.54549103450284e-88,1.16760536718903,0.319,0.075,7.10870952417819e-84
"CYBA",7.37609408093126e-88,0.361313835581181,0.993,0.977,1.47890686322672e-83
"SPI1",6.1908333428489e-86,0.499275278917644,0.904,0.805,1.24126208524121e-81
"GRN",1.70216373408925e-85,0.493802025754759,0.989,0.94,3.41283828684895e-81
"RNF213",3.24782998816747e-85,0.619980602206332,0.772,0.577,6.51189912627578e-81
"ATP1B3",4.44773558098581e-85,0.529688701044385,0.817,0.69,8.91770983987656e-81
"LRRFIP1",7.79543088755696e-85,0.537172209483961,0.942,0.892,1.56298389295517e-80
"EIF4EBP1",1.309009401141e-83,0.623128707877105,0.685,0.481,2.62456384928771e-79
"ARHGAP18",1.04786465202909e-82,0.594525198648388,0.827,0.671,2.10096862731833e-78
"FOS",1.48083965610375e-82,0.724176113977373,0.639,0.383,2.96908351048801e-78
"S1PR4",1.70756613853838e-82,0.602957032560612,0.465,0.197,3.42367010776946e-78
"IFI6",1.88315051870305e-82,0.713001875846467,0.764,0.579,3.77571678999962e-78
"CD52",4.29910372992943e-82,0.567338308921842,0.911,0.764,8.61970297850851e-78
"RHOA",2.10707450919212e-81,0.45521825805311,0.941,0.906,4.2246843909302e-77
"ANXA1",4.0759466886079e-81,0.462303168963833,0.959,0.865,8.17227311065883e-77
"LAT2",1.80996464823292e-80,0.567291122603219,0.509,0.244,3.62897911970699e-76
"ACE",1.14800481525273e-79,0.575963124229097,0.363,0.125,2.30174965458172e-75
"TCF7L2",1.50941737100326e-79,0.646059486258476,0.431,0.191,3.02638182886154e-75
"HLA-DQA2",6.34396231618334e-79,0.717215580363878,0.54,0.26,1.27196444439476e-74
"ARPC3",1.65083493518344e-78,0.343319772077093,0.979,0.96,3.30992404504279e-74
"UQCRH",6.39581268988581e-77,0.520410247632229,0.869,0.783,1.2823604443221e-72
"S100A9",8.8945906137496e-77,0.52659876285965,0.943,0.793,1.78336541805679e-72
"PLEC",1.21065960511142e-76,0.610021586178141,0.668,0.468,2.4273725082484e-72
"TGFBI",2.09020376793568e-76,0.585874294996056,0.756,0.571,4.19085855471104e-72
"CD164",3.52925639029708e-76,0.521140510823088,0.845,0.755,7.07615906254564e-72
"ANXA5",4.76199772759312e-76,0.35220493230059,0.963,0.926,9.54780544382421e-72
"GCA",1.07448944512814e-75,0.609532633114336,0.618,0.402,2.15435133748192e-71
"ALOX5",1.51414091201958e-74,0.597995396975369,0.71,0.521,3.03585252859926e-70
"YWHAB",1.65430986225152e-73,0.41392613231977,0.941,0.89,3.3168912738143e-69
"MSN",2.04665263311178e-73,0.547861982220768,0.812,0.7,4.10353852938912e-69
"TPT1",2.1764434208732e-73,0.321410643222785,0.999,0.997,4.36376905885077e-69
