"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"C1QA",0,0.688881161599289,1,0.935,0
"C1QC",0,0.681672352366972,0.994,0.892,0
"C1QB",0,0.621520864413966,0.998,0.912,0
"CD52",0,0.379240293578956,0.993,0.941,0
"C8B",0,0.733344129230929,0.477,0.107,0
"TXNIP",0,0.66984393448186,0.994,0.955,0
"MGST3",0,0.455579235898336,0.996,0.946,0
"PHLDA3",0,0.371737774039741,0.918,0.723,0
"FAM89A",0,0.378717410209674,0.858,0.64,0
"MARCO",0,0.541036462079026,0.996,0.915,0
"GYPC",0,0.48009795844967,0.928,0.737,0
"IGFBP2",0,1.36517099640748,0.665,0.284,0
"SLC19A3",0,0.364914616139169,0.346,0.098,0
"MLPH",0,0.365223596845337,0.631,0.402,0
"PPARG",0,0.354986980103014,0.936,0.774,0
"ABHD5",0,0.364440905357597,0.854,0.676,0
"CAMP",0,1.08209044729599,0.43,0.13,0
"TKT",0,0.366391613435987,0.986,0.919,0
"MTRNR2L12",0,0.339100782527658,0.938,0.829,0
"LSAMP",0,0.329723052530169,0.387,0.146,0
"MGLL",0,0.34967997477651,0.624,0.362,0
"PCOLCE2",0,0.871574878508685,0.84,0.458,0
"MME",0,0.613631637293165,0.749,0.409,0
"KCNAB1",0,0.208252208606752,0.206,0.055,0
"LRPAP1",0,0.544628216414982,0.971,0.856,0
"CPE",0,0.406725857760411,0.563,0.315,0
"PPIC",0,0.317753315432405,0.641,0.433,0
"CD74",0,0.238277220909566,1,0.994,0
"LY86",0,0.395505864757349,0.855,0.658,0
"HLA-C",0,0.490610847263863,0.999,0.989,0
"HLA-B",0,0.389219856241435,1,0.993,0
"AIF1",0,0.337817874083667,0.988,0.93,0
"C2",0,0.479646595613976,0.639,0.401,0
"TREM1",0,0.79473885496024,0.959,0.753,0
"RNASET2",0,0.344797265742238,0.925,0.799,0
"INHBA",0,0.504838930965288,0.764,0.525,0
"MTPN",0,0.338603454110309,0.937,0.823,0
"TMSB4X",0,0.222352021875075,1,1,0
"FHL1",0,0.433864755216265,0.669,0.398,0
"FABP4",0,1.47528159791556,0.998,0.806,0
"ACO1",0,0.359963592143568,0.663,0.432,0
"C9orf16",0,0.357614612705818,0.933,0.825,0
"CD81",0,0.361765770389674,0.999,0.969,0
"CAT",0,0.360369268962709,0.916,0.779,0
"SERPING1",0,1.06765228268506,0.966,0.648,0
"FTH1",0,0.227331488860163,1,1,0
"PLA2G16",0,0.694463617480552,0.936,0.679,0
"GSTP1",0,0.274787185144115,0.992,0.952,0
"LAMTOR1",0,0.333438139038246,0.956,0.882,0
"CTSC",0,0.81217857445459,0.997,0.939,0
"PDGFD",0,0.276808471567236,0.208,0.035,0
"CARD16",0,0.417588723614426,0.902,0.724,0
"ITIH5",0,0.769247610466346,0.475,0.06,0
"SVIL",0,0.431177340657571,0.837,0.627,0
"RBP4",0,0.792994568384364,0.729,0.483,0
"PDLIM1",0,0.577817304039362,0.92,0.682,0
"SCD",0,0.441452280085254,0.826,0.631,0
"AC026369.3",0,0.506987888760439,0.833,0.597,0
"LDHB",0,0.433187774214282,0.92,0.76,0
"GPD1",0,0.57297423658782,0.787,0.488,0
"LIMA1",0,0.343054645902544,0.575,0.365,0
"LYZ",0,0.645391218667074,1,0.989,0
"TRHDE",0,0.350564340761328,0.341,0.102,0
"IGF1",0,0.476996921493337,0.149,0.019,0
"ALDH2",0,0.796480485384439,0.998,0.95,0
"OASL",0,0.5619232233946,0.682,0.378,0
"HCAR2",0,0.298656398728249,0.412,0.202,0
"ITM2B",0,0.313303093382868,0.998,0.973,0
"SERPINA1",0,0.450551412987931,0.996,0.917,0
"ATP10A",0,0.280447882918537,0.429,0.235,0
"B2M",0,0.290099687292584,1,0.999,0
"GLDN",0,0.56924280142137,0.639,0.328,0
"TSPAN3",0,0.414418129431011,0.672,0.439,0
"UBB",0,0.277492077383398,0.997,0.964,0
"AOC3",0,0.474731703323635,0.388,0.079,0
"GRN",0,0.258554735128593,0.999,0.978,0
"JPT1",0,0.396911124465813,0.924,0.763,0
"LGALS3BP",0,0.657633801369289,0.956,0.745,0
"SECTM1",0,0.265675078967965,0.367,0.175,0
"CFD",0,1.26093187036991,0.962,0.778,0
"ADGRE1",0,0.232630635107833,0.248,0.079,0
"TYROBP",0,0.473490988929856,0.999,0.989,0
"ECH1",0,0.32946721339387,0.895,0.766,0
"FTL",0,0.355687747205472,1,1,0
"FCGRT",0,0.372934682386319,0.992,0.946,0
"COMT",0,0.369032067098427,0.945,0.844,0
"SELENOM",0,0.330194914727341,0.52,0.282,0
"TSPO",0,0.30108733238585,0.998,0.974,0
"ABCG1",0,0.445352420104365,0.789,0.584,0
"PYCARD",5.45713825773657e-307,0.281217023988875,0.981,0.916,1.09415622067618e-302
"LGALS3",7.27415658919951e-307,0.271935755699089,1,0.984,1.4584683961345e-302
"IQSEC3",1.34301693091595e-306,0.222113875298923,0.261,0.1,2.69274894648648e-302
"DST",3.54287266786435e-305,0.315812585714728,0.818,0.633,7.10345969906802e-301
"SLC47A1",5.7196887702391e-303,0.260093817297264,0.36,0.179,1.14679759843294e-298
"HP",1.4637624942274e-299,1.04701004412133,0.37,0.204,2.93484380092593e-295
"THBS1",1.87958254543769e-299,0.319675031925716,0.407,0.216,3.76856300360257e-295
"FAM3B",2.73032210875597e-299,0.300552489767617,0.419,0.223,5.47429582805571e-295
"IRS2",9.09194560815184e-299,0.308195286521454,0.573,0.373,1.82293509443444e-294
"PILRA",3.31052718236051e-298,0.315373522387802,0.819,0.663,6.63760700063281e-294
"APOC1",1.64253555509529e-295,0.313541235625435,1,0.95,3.29328378796606e-291
"TCEA3",4.28892832959701e-294,0.228559581513358,0.274,0.11,8.599301300842e-290
"EDEM2",1.21861488214242e-292,0.310727039056475,0.678,0.505,2.44332283869555e-288
"GAA",2.22114739003671e-292,0.30846242213353,0.827,0.68,4.45340051702359e-288
"PRDX5",4.33423914415147e-292,0.289310616869557,0.924,0.822,8.69014948402369e-288
"HLA-DRA",5.13001264073302e-291,0.221165167325667,1,0.996,1.02856753446697e-286
"DDAH2",3.45595356924159e-290,0.287281399299258,0.798,0.643,6.92918690632939e-286
"CYB5A",2.81728380325013e-287,0.314061429625583,0.804,0.632,5.64865402551652e-283
"SOD1",1.67417755808296e-286,0.257056822491877,0.906,0.778,3.35672600395634e-282
"LRP1",1.0217130605659e-285,0.289688979046726,0.908,0.795,2.04853468643464e-281
"ACKR3",6.99175942378729e-281,0.206858098806518,0.234,0.086,1.40184776446935e-276
"AMIGO2",1.04576127118588e-273,0.281279906476115,0.608,0.42,2.0967513487277e-269
"GCHFR",2.7192660578306e-273,0.413069409198208,0.976,0.87,5.45212844595036e-269
"MSRB2",4.6343260605213e-273,0.26821225632263,0.645,0.456,9.29182375134521e-269
"SELPLG",2.0582921920571e-272,0.259747180534946,0.558,0.365,4.12687584507448e-268
"AGRP",6.6711667198893e-272,0.300023149437747,0.474,0.288,1.33756892733781e-267
"GBP2",1.96661218124022e-271,0.268369031980228,0.556,0.367,3.94305742338665e-267
"USP30-AS1",2.33271066626035e-271,0.264392922234069,0.431,0.251,4.677084885852e-267
"ACVRL1",5.74829433296162e-271,0.279974670666809,0.573,0.388,1.1525330137588e-266
"HLA-DRB1",2.57828060142874e-264,0.304158268907764,1,0.99,5.16945260586462e-260
"TMEM74B",8.58454954762997e-263,0.230410276632348,0.322,0.157,1.72120218429981e-258
"APOL4",1.14909240396171e-262,0.263271452984928,0.498,0.313,2.30393026994324e-258
"GLUL",1.15112269641586e-258,0.252423491193403,0.993,0.944,2.3080010063138e-254
"ECHDC1",3.99723392671985e-258,0.285218402778743,0.769,0.616,8.01445402307329e-254
"LPL",9.20879961664492e-254,0.261098955414414,0.756,0.554,1.84636432313731e-249
"BSG",1.1016788883413e-251,0.290067907068183,0.937,0.834,2.2088661711243e-247
"ITGB8",1.30577653435995e-249,0.214593034202522,0.326,0.161,2.6180819513917e-245
"GMFG",5.74001775014672e-249,0.248801208709502,0.97,0.899,1.15087355890442e-244
"POR",1.66547739952136e-240,0.26825724030084,0.797,0.633,3.33928218604032e-236
"UNC5B",2.1902763475751e-240,0.243935495250851,0.487,0.31,4.39150407688809e-236
"PROCR",2.71721009257547e-240,0.229484096364792,0.335,0.175,5.44800623561382e-236
"TNNI2",4.52974255068423e-239,0.299350703420553,0.599,0.433,9.08213381412188e-235
"SELENOW",5.91998828001647e-239,0.261889089201466,0.81,0.66,1.1869576501433e-234
"LINC02154",3.40515603130395e-236,0.386016953749442,0.375,0.21,6.82733784276442e-232
"FOLR1",1.5264009228046e-226,0.251924719451698,0.24,0.106,3.06043385022322e-222
"BST1",1.32249666158461e-224,0.244514855580858,0.554,0.386,2.65160580647713e-220
"BLVRA",1.88661599921964e-218,0.251823004534052,0.834,0.698,3.78266507843538e-214
"DOK2",5.50025959687327e-217,0.239197893655885,0.936,0.836,1.10280204917309e-212
"DEFB1",4.04727893403961e-216,0.25502979295651,0.261,0.121,8.11479426274942e-212
"PARAL1",5.19953095183551e-215,0.251539202067976,0.574,0.404,1.04250595584302e-210
"VMO1",1.86519626716264e-213,0.299280156567647,0.706,0.532,3.73971851566109e-209
"RBP7",1.8962308020058e-210,0.21913620384632,0.384,0.226,3.80194275802162e-206
"BST2",2.14327783713897e-205,0.237618493302612,0.929,0.834,4.29727206346364e-201
"APIP",1.78624771860399e-202,0.259473394510452,0.73,0.577,3.58142667580099e-198
"TNFSF12",8.48622055041131e-198,0.217843136141395,0.777,0.634,1.70148722035747e-193
"MYO6",4.09248848088052e-195,0.206929074346076,0.451,0.294,8.20543940416543e-191
"NCF4",1.41608243403536e-194,0.224106067235085,0.747,0.601,2.8392452802409e-190
"PECAM1",2.70458710876621e-194,0.247240467408525,0.885,0.749,5.42269715307626e-190
"HLA-F",9.98906183327859e-194,0.229852089155608,0.763,0.62,2.00280689757236e-189
"PRELID1",1.22953862427415e-192,0.201488120052147,0.942,0.864,2.46522494166967e-188
"APOL1",2.14950390337326e-191,0.20027721264861,0.384,0.236,4.30975532626338e-187
"PDLIM2",6.99747675704356e-190,0.218839693623998,0.527,0.369,1.40299408978723e-185
"HDDC2",1.66455293966671e-184,0.230453083685036,0.771,0.627,3.33742864403175e-180
"AKR1C3",4.13548919242374e-184,0.288297364551631,0.594,0.422,8.29165583080959e-180
"ALOX5",2.84703340004637e-183,0.219124762202973,0.934,0.822,5.70830196709297e-179
"CSTA",4.85226692496477e-183,0.233516366519111,0.827,0.699,9.72879518455437e-179
"TCF7L2",6.45101900536534e-177,0.223720287763366,0.755,0.609,1.29342931057575e-172
"TMEM173",3.95500274445031e-175,0.231698065752881,0.66,0.507,7.92978050262287e-171
"DOCK8",8.49166890511513e-171,0.219840211551775,0.831,0.719,1.70257961547558e-166
"SERPINB6",3.59748362763558e-165,0.214131808420451,0.881,0.781,7.21295467340933e-161
"PNPLA2",1.41223381350386e-162,0.201360152435748,0.528,0.385,2.83152879607523e-158
"DNASE2",1.98914007872399e-161,0.215509015601583,0.809,0.68,3.9882258578416e-157
"GGA2",1.54233114167451e-160,0.211094636917433,0.727,0.594,3.0923739390574e-156
"MFSD10",6.06598973845992e-160,0.203845685805787,0.7,0.563,1.21623094256121e-155
"PLBD1",6.09918574260781e-155,0.227718297039777,0.951,0.855,1.22288674139287e-150
"FAM162A",1.46387785495366e-154,0.205483733669647,0.68,0.549,2.93507509918208e-150
"XIST",2.01806426495387e-153,0.274346073265829,0.215,0.102,4.04621885123251e-149
"KAT8",1.00164889582555e-149,0.200819193756361,0.59,0.454,2.00830603613022e-145
"MCEMP1",1.05392030262654e-138,0.240961447304469,0.967,0.86,2.11311020676622e-134
"SLA",3.82809815913096e-138,0.201403284947576,0.657,0.523,7.67533680905758e-134
"HLA-DQB1",1.62874205280853e-135,0.273877877159904,0.995,0.97,3.26562781588111e-131
"MTRNR2L8",2.52396392729837e-127,0.231469296261063,0.863,0.79,5.06054767423324e-123
"LYAR",2.84438973361776e-124,0.232017606400259,0.623,0.506,5.70300141590361e-120
"PRSS21",1.98691117088842e-123,0.383583066608175,0.309,0.198,3.98375689763128e-119
"PLAC8",1.03373821768038e-110,0.234007383872247,0.469,0.344,2.07264512644916e-106
"IFI27",5.59498436794735e-59,0.727389080676839,0.261,0.192,1.12179436577344e-54
"HLA-DQA2",1.20944312442388e-05,0.419565144832283,0.5,0.614,0.242493346446988
