NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
BIOCARTA_CTLA4_PATHWAY	BIOCARTA_CTLA4_PATHWAY	Details ...	19	-0.68342686	-1.9719168	0.0	0.0038317759	0.01	459	tags=32%, list=2%, signal=32%	
BIOCARTA_NO2IL12_PATHWAY	BIOCARTA_NO2IL12_PATHWAY	Details ...	15	-0.68062055	-1.7616947	0.0	0.06348732	0.21	459	tags=27%, list=2%, signal=27%	
BIOCARTA_IGF1_PATHWAY	BIOCARTA_IGF1_PATHWAY	Details ...	21	-0.57612395	-1.6744916	0.0	0.09558757	0.38	674	tags=19%, list=3%, signal=20%	
BIOCARTA_EICOSANOID_PATHWAY	BIOCARTA_EICOSANOID_PATHWAY	Details ...	22	-0.56156594	-1.6622415	0.03773585	0.07489385	0.39	2246	tags=36%, list=11%, signal=41%	
BIOCARTA_CSK_PATHWAY	BIOCARTA_CSK_PATHWAY	Details ...	19	-0.60699433	-1.6275774	0.0	0.081794955	0.44	459	tags=37%, list=2%, signal=38%	
BIOCARTA_NUCLEARRS_PATHWAY	BIOCARTA_NUCLEARRS_PATHWAY	Details ...	25	-0.51420116	-1.5756272	0.0	0.11209662	0.56	1078	tags=16%, list=5%, signal=17%	
BIOCARTA_GLEEVEC_PATHWAY	BIOCARTA_GLEEVEC_PATHWAY	Details ...	23	-0.5016353	-1.57113	0.018181818	0.09729369	0.56	1302	tags=30%, list=6%, signal=33%	
BIOCARTA_GCR_PATHWAY	BIOCARTA_GCR_PATHWAY	Details ...	17	-0.539564	-1.5701445	0.06666667	0.08563443	0.56	631	tags=35%, list=3%, signal=36%	
BIOCARTA_NKCELLS_PATHWAY	BIOCARTA_NKCELLS_PATHWAY	Details ...	19	-0.5427536	-1.5614071	0.03448276	0.08271888	0.57	1214	tags=21%, list=6%, signal=22%	
BIOCARTA_IL2_PATHWAY	BIOCARTA_IL2_PATHWAY	Details ...	21	-0.50965726	-1.5479281	0.032258064	0.089451164	0.62	2377	tags=29%, list=12%, signal=32%	
BIOCARTA_TCR_PATHWAY	BIOCARTA_TCR_PATHWAY	Details ...	44	-0.42753637	-1.5278261	0.02	0.097803004	0.65	674	tags=20%, list=3%, signal=21%	
BIOCARTA_STATHMIN_PATHWAY	BIOCARTA_STATHMIN_PATHWAY	Details ...	19	-0.5136903	-1.5069852	0.037037037	0.10179819	0.68	459	tags=26%, list=2%, signal=27%	
BIOCARTA_HDAC_PATHWAY	BIOCARTA_HDAC_PATHWAY	Details ...	23	-0.4805393	-1.4750214	0.04	0.11678393	0.73	513	tags=22%, list=3%, signal=22%	
BIOCARTA_NGF_PATHWAY	BIOCARTA_NGF_PATHWAY	Details ...	18	-0.49345225	-1.3947284	0.125	0.19604784	0.89	674	tags=17%, list=3%, signal=17%	
BIOCARTA_TNFR1_PATHWAY	BIOCARTA_TNFR1_PATHWAY	Details ...	29	-0.42727068	-1.3842329	0.11764706	0.19408911	0.9	2294	tags=34%, list=11%, signal=39%	
BIOCARTA_INSULIN_PATHWAY	BIOCARTA_INSULIN_PATHWAY	Details ...	20	-0.4607371	-1.3627094	0.0754717	0.20520212	0.93	674	tags=15%, list=3%, signal=16%	
BIOCARTA_STRESS_PATHWAY	BIOCARTA_STRESS_PATHWAY	Details ...	24	-0.4434862	-1.361931	0.06521739	0.19364767	0.93	1302	tags=21%, list=6%, signal=22%	
BIOCARTA_RELA_PATHWAY	BIOCARTA_RELA_PATHWAY	Details ...	15	-0.46834284	-1.3363433	0.09090909	0.21280947	0.96	876	tags=20%, list=4%, signal=21%	
BIOCARTA_IL6_PATHWAY	BIOCARTA_IL6_PATHWAY	Details ...	21	-0.4575607	-1.3325571	0.10344828	0.2052609	0.96	674	tags=14%, list=3%, signal=15%	
BIOCARTA_CHREBP_PATHWAY	BIOCARTA_CHREBP_PATHWAY	Details ...	18	-0.4387658	-1.3185232	0.13461539	0.21088263	0.97	448	tags=22%, list=2%, signal=23%	
BIOCARTA_DEATH_PATHWAY	BIOCARTA_DEATH_PATHWAY		29	-0.42634025	-1.2820125	0.11111111	0.24145713	0.98	876	tags=17%, list=4%, signal=18%	
BIOCARTA_41BB_PATHWAY	BIOCARTA_41BB_PATHWAY		16	-0.45742604	-1.2788086	0.06521739	0.23499808	0.98	1712	tags=25%, list=9%, signal=27%	
BIOCARTA_PDZS_PATHWAY	BIOCARTA_PDZS_PATHWAY		15	-0.47216186	-1.2380785	0.1764706	0.27987882	0.99	1856	tags=33%, list=9%, signal=37%	
BIOCARTA_TH1TH2_PATHWAY	BIOCARTA_TH1TH2_PATHWAY		18	-0.42460653	-1.2358811	0.17857143	0.2719551	0.99	237	tags=11%, list=1%, signal=11%	
BIOCARTA_EPO_PATHWAY	BIOCARTA_EPO_PATHWAY		18	-0.4410128	-1.2265866	0.18	0.27322546	0.99	674	tags=17%, list=3%, signal=17%	
BIOCARTA_AT1R_PATHWAY	BIOCARTA_AT1R_PATHWAY		26	-0.3957291	-1.223327	0.2264151	0.26650423	0.99	513	tags=19%, list=3%, signal=20%	
BIOCARTA_CHEMICAL_PATHWAY	BIOCARTA_CHEMICAL_PATHWAY		18	-0.41726047	-1.211781	0.20833333	0.27234063	0.99	918	tags=28%, list=5%, signal=29%	
BIOCARTA_BCR_PATHWAY	BIOCARTA_BCR_PATHWAY		33	-0.37353668	-1.1966654	0.20930232	0.27967465	0.99	1302	tags=24%, list=6%, signal=26%	
BIOCARTA_IL12_PATHWAY	BIOCARTA_IL12_PATHWAY		19	-0.42138144	-1.1935583	0.23529412	0.27472723	0.99	459	tags=16%, list=2%, signal=16%	
BIOCARTA_TNFR2_PATHWAY	BIOCARTA_TNFR2_PATHWAY		17	-0.42843148	-1.1851541	0.2777778	0.27830702	0.99	1302	tags=24%, list=6%, signal=25%	
BIOCARTA_PYK2_PATHWAY	BIOCARTA_PYK2_PATHWAY		27	-0.3790579	-1.1539391	0.29166666	0.30910817	0.99	513	tags=19%, list=3%, signal=19%	
BIOCARTA_CD40_PATHWAY	BIOCARTA_CD40_PATHWAY		15	-0.41377297	-1.1020793	0.3265306	0.36884937	0.99	1302	tags=20%, list=6%, signal=21%	
BIOCARTA_TOLL_PATHWAY	BIOCARTA_TOLL_PATHWAY		24	-0.35823628	-1.080882	0.45454547	0.39406475	1.0	1526	tags=21%, list=8%, signal=23%	
BIOCARTA_EGF_PATHWAY	BIOCARTA_EGF_PATHWAY		26	-0.33437866	-1.0384395	0.40816328	0.44461247	1.0	1302	tags=15%, list=6%, signal=16%	
BIOCARTA_AGR_PATHWAY	BIOCARTA_AGR_PATHWAY		27	-0.32219917	-0.9879545	0.4716981	0.51625645	1.0	741	tags=11%, list=4%, signal=12%	
BIOCARTA_NFKB_PATHWAY	BIOCARTA_NFKB_PATHWAY		21	-0.33205426	-0.9874081	0.47826087	0.5029698	1.0	1302	tags=19%, list=6%, signal=20%	
BIOCARTA_TPO_PATHWAY	BIOCARTA_TPO_PATHWAY		22	-0.34316522	-0.9793018	0.46666667	0.5024312	1.0	674	tags=14%, list=3%, signal=14%	
