NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
WP_COMPLEMENT_AND_COAGULATION_CASCADES	WP_COMPLEMENT_AND_COAGULATION_CASCADES	Details ...	44	-0.77799255	-2.7670317	0.0	0.0	0.0	806	tags=30%, list=4%, signal=31%	
WP_ALLOGRAFT_REJECTION	WP_ALLOGRAFT_REJECTION	Details ...	73	-0.7236237	-2.6972964	0.0	0.0	0.0	430	tags=23%, list=2%, signal=24%	
WP_COMPLEMENT_ACTIVATION	WP_COMPLEMENT_ACTIVATION	Details ...	17	-0.93739766	-2.6934314	0.0	0.0	0.0	40	tags=35%, list=0%, signal=35%	
WP_NAD_BIOSYNTHETIC_PATHWAYS	WP_NAD_BIOSYNTHETIC_PATHWAYS	Details ...	21	-0.70423913	-2.172313	0.0	0.0	0.0	1096	tags=33%, list=5%, signal=35%	
WP_NEPHROTIC_SYNDROME	WP_NEPHROTIC_SYNDROME	Details ...	37	-0.5961075	-2.035702	0.0	0.003547183	0.04	538	tags=16%, list=3%, signal=17%	
WP_HUMAN_COMPLEMENT_SYSTEM	WP_HUMAN_COMPLEMENT_SYSTEM	Details ...	76	-0.5212553	-2.0095973	0.0	0.002955986	0.04	1271	tags=22%, list=6%, signal=24%	
WP_CANCER_IMMUNOTHERAPY_BY_PD1_BLOCKADE	WP_CANCER_IMMUNOTHERAPY_BY_PD1_BLOCKADE	Details ...	23	-0.6796506	-1.976058	0.0	0.00518844	0.06	469	tags=26%, list=2%, signal=27%	
WP_PATHOGENESIS_OF_SARSCOV2_MEDIATED_BY_NSP9NSP10_COMPLEX	WP_PATHOGENESIS_OF_SARSCOV2_MEDIATED_BY_NSP9NSP10_COMPLEX	Details ...	19	-0.6852002	-1.9306041	0.0	0.007448647	0.08	459	tags=26%, list=2%, signal=27%	
WP_VITAMIN_A_AND_CAROTENOID_METABOLISM	WP_VITAMIN_A_AND_CAROTENOID_METABOLISM	Details ...	32	-0.5733062	-1.9015648	0.0	0.009585133	0.11	1795	tags=28%, list=9%, signal=31%	
WP_TRIACYLGLYCERIDE_SYNTHESIS	WP_TRIACYLGLYCERIDE_SYNTHESIS	Details ...	20	-0.6694488	-1.8226808	0.0	0.018639525	0.22	333	tags=35%, list=2%, signal=36%	
